vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
2.209313,0.037268,-3.018716,-0.061524,0.556600,-0.003392,-0.021750,-0.725907,1.924047,2.525644,1.352231
2.233203,0.040772,-2.959383,-0.045304,0.546600,-0.002667,-0.026490,-0.890556,1.932218,2.487247,1.392492
2.256814,0.041726,-2.957560,-0.030521,0.536600,-0.001203,-0.028877,-0.984850,1.939622,2.448112,1.432685
2.280676,0.044816,-2.934261,-0.019737,0.526600,-0.000152,-0.020579,-0.863039,1.947991,2.410722,1.472932
2.304157,0.058205,-2.713063,-0.014509,0.516600,0.000800,-0.000793,-0.034713,1.959104,2.365736,1.512676
2.327057,0.081829,-1.699850,-0.011723,0.506600,-0.003583,-0.003284,0.023793,1.962631,2.341869,1.555453
2.345212,0.066297,-0.956074,-0.031767,0.496600,0.000056,0.005605,0.112264,1.974963,2.300527,1.592123
2.366342,0.045410,-0.593561,-0.049015,0.490091,0.002962,0.007978,0.275129,1.984660,2.256084,1.625292
2.389242,0.027024,-0.388178,-0.065600,0.482596,0.003420,0.007875,0.325981,1.990461,2.212602,1.667558
2.410889,0.011446,-0.379222,-0.082069,0.477991,0.000578,0.003384,0.118017,2.002214,2.170407,1.712745
2.428237,-0.003226,-0.736130,-0.094360,0.472253,0.002097,0.005817,0.201443,2.011632,2.126490,1.757035
2.445719,-0.002362,-0.979535,-0.104067,0.466099,0.002881,0.007341,0.262016,2.022082,2.084502,1.801068
2.462488,0.003010,-1.130404,-0.112828,0.459137,0.002985,0.004999,0.233624,2.031064,2.041180,1.845607
2.477562,0.005113,-1.295180,-0.122743,0.450808,0.000064,0.001510,0.055905,2.036312,2.000542,1.890383
2.487768,0.004900,-1.630704,-0.130056,0.441326,0.002284,0.002774,0.100285,2.046112,1.956973,1.933392
2.498467,0.012767,-1.841814,-0.138362,0.431379,0.003284,0.003874,0.138780,2.049777,1.914059,1.975742
2.507849,0.021868,-1.966270,-0.150608,0.423959,0.005002,0.005407,0.194439,2.053128,1.871581,2.019867
2.516532,0.029929,-2.033790,-0.166303,0.416836,0.007361,0.007243,0.256461,2.054558,1.828478,2.063353
2.524895,0.036352,-2.065117,-0.182977,0.409650,0.009716,0.008814,0.308706,2.054871,1.785149,2.105818
2.532916,0.041065,-2.076292,-0.199916,0.401872,0.011911,0.009977,0.347797,2.053925,1.742296,2.149079
2.540454,0.044260,-2.079102,-0.217016,0.392837,0.014487,0.011152,0.384257,2.049964,1.700276,2.192470
2.547854,0.046678,-2.071977,-0.233161,0.382837,0.012538,0.006960,0.300148,2.041084,1.656823,2.234781
2.550662,0.043323,-2.169355,-0.246102,0.372837,0.001016,0.000336,0.014047,2.033893,1.615782,2.276444
2.539808,0.036948,-2.553462,-0.247128,0.365835,0.001939,0.000505,0.018338,2.021289,1.575022,2.317864
2.529097,0.043159,-2.854071,-0.247752,0.363350,0.000910,0.000196,0.012972,2.007043,1.535830,2.358905
2.516505,0.054847,-3.069016,-0.240321,0.362952,-0.001802,-0.000490,-0.011264,1.986753,1.494992,2.400881
2.501006,0.068018,-3.219352,-0.227914,0.364240,-0.002864,-0.000771,-0.022767,1.967290,1.456262,2.446199
2.484859,0.081225,-3.300607,-0.210973,0.366518,-0.003469,-0.001199,-0.031498,1.944966,1.421993,2.494221
2.469118,0.092777,-3.317267,-0.189249,0.369582,-0.005525,-0.002673,-0.079842,1.921661,1.389663,2.542341
2.453089,0.100684,-3.308785,-0.165130,0.374500,-0.008095,-0.004626,-0.144772,1.896475,1.361114,2.590555
2.436967,0.105260,-3.281401,-0.138225,0.380241,-0.009125,-0.005400,-0.202275,1.866755,1.334066,2.639563
2.422861,0.108849,-3.202272,-0.110547,0.382714,-0.003443,-0.004182,-0.138321,1.836530,1.310089,2.690241
2.417257,0.112885,-2.929768,-0.089045,0.383295,-0.004595,-0.006973,-0.243225,1.805968,1.286588,2.742522
2.412787,0.106488,-2.691317,-0.074883,0.381962,-0.004797,-0.006762,-0.277006,1.774823,1.264894,2.795288
2.409966,0.096546,-2.448775,-0.066457,0.378898,-0.000943,-0.001821,-0.058491,1.742147,1.244313,2.848093
2.412266,0.088703,-1.993269,-0.066916,0.375271,-0.000861,-0.001189,-0.043548,1.710184,1.224275,2.900585
2.415366,0.070846,-1.667806,-0.075647,0.371501,-0.000686,0.001006,0.048863,1.679811,1.208901,2.950810
2.418739,0.052572,-1.438351,-0.088417,0.367483,-0.000156,0.001557,0.069019,1.648455,1.191930,2.996982
2.422142,0.035512,-1.384861,-0.103259,0.363149,0.000411,0.001405,0.066561,1.613576,1.171125,3.039792
2.425145,0.022936,-1.481542,-0.119031,0.358317,0.000907,0.002776,0.095944,1.579813,1.153113,3.081259
2.427295,0.017624,-1.634616,-0.135819,0.353461,0.002043,0.003646,0.151661,1.544774,1.136672,3.120031
2.428852,0.016623,-1.781473,-0.154659,0.347421,0.001492,0.002617,0.090050,1.511097,1.116742,3.156271
2.427605,0.015728,-2.031983,-0.173402,0.340287,0.004052,0.004999,0.169997,1.473448,1.096574,3.192010
2.426509,0.020990,-2.198200,-0.193750,0.331501,0.006607,0.007043,0.237702,1.436980,1.079727,3.228251
2.424929,0.027644,-2.298439,-0.211609,0.321501,0.008599,0.008059,0.274035,1.402279,1.067737,3.266283
2.422349,0.033283,-2.360560,-0.229662,0.311501,0.011901,0.009473,0.313327,1.365997,1.052418,3.303185
2.420172,0.038208,-2.384942,-0.242965,0.301501,0.013895,0.009938,0.326667,1.329237,1.040477,3.340349
2.417598,0.041419,-2.393914,-0.254515,0.291501,0.015687,0.010264,0.335162,1.294668,1.033154,3.378733
2.414703,0.043288,-2.394957,-0.261296,0.281501,0.017891,0.010851,0.347965,1.254992,1.024762,3.415798
2.412382,0.044620,-2.382959,-0.271673,0.271501,0.019260,0.011012,0.352853,1.226434,1.022015,3.454171
2.409546,0.044848,-2.372312,-0.274834,0.261501,0.020526,0.010681,0.341542,1.184763,1.019967,3.489794
2.406766,0.044113,-2.376163,-0.277688,0.252244,0.017474,0.007797,0.285514,1.152643,1.020460,3.525744
2.399824,0.040611,-2.438838,-0.275469,0.246289,-0.000416,-0.000217,-0.003325,1.121126,1.025626,3.563438
2.374774,0.031611,-2.783964,-0.261344,0.246965,-0.001692,-0.000586,-0.015079,1.086877,1.031316,3.597451
2.350194,0.033233,-3.067849,-0.241222,0.251194,-0.003540,-0.001211,-0.031232,1.061105,1.044060,3.632692
2.325969,0.040392,-3.262346,-0.215668,0.257765,-0.005527,-0.002741,-0.082373,1.023956,1.052545,3.668027
2.302496,0.048939,-3.386765,-0.193690,0.265930,-0.007459,-0.003483,-0.117913,0.998660,1.068576,3.705484
2.279643,0.057838,-3.433157,-0.170504,0.275093,-0.003778,-0.002852,-0.086357,0.972888,1.084538,3.744925
