t,eC,eL,pos_x,pos_y,ref_x,ref_y
4494.438643,0.052779,0.126200,4.460654,0.938915,4.459181,0.802130
4494.457798,0.065522,0.125099,4.444284,0.916140,4.446483,0.774938
4494.478030,0.077580,0.126934,4.428259,0.894428,4.430490,0.745680
4494.497905,0.087407,0.127522,4.412493,0.872155,4.412582,0.717553
4494.518250,0.100007,0.124016,4.391978,0.852598,4.394893,0.693309
4494.538297,0.111452,0.124152,4.372821,0.834509,4.373574,0.667671
4494.559488,0.120060,0.124075,4.354872,0.816111,4.350593,0.643511
4494.578496,0.128852,0.123928,4.335982,0.799437,4.326053,0.620936
4494.599148,0.136859,0.123764,4.316930,0.783796,4.300063,0.600048
4494.618164,0.147335,0.121382,4.294105,0.770634,4.272739,0.580937
4494.638212,0.156940,0.119632,4.271944,0.759068,4.244201,0.563691
4494.658118,0.159947,0.103077,4.237279,0.735502,4.211561,0.546964
4494.678417,0.174570,0.124657,4.228735,0.737085,4.171532,0.530344
4494.698130,0.181198,0.123469,4.205893,0.727076,4.136643,0.519034
4494.718165,0.186747,0.118387,4.182991,0.719541,4.107541,0.511702
4494.738151,0.193064,0.115121,4.159718,0.713727,4.074757,0.505620
4494.758503,0.188035,0.098725,4.124362,0.697341,4.041640,0.501737
4494.778122,0.205899,0.114816,4.113835,0.705517,3.998332,0.500003
4494.798141,0.210976,0.110174,4.087702,0.703384,3.961685,0.501470
4494.818218,0.214095,0.106022,4.064074,0.701878,3.928542,0.505133
4494.838382,0.217359,0.102551,4.039360,0.701917,3.892459,0.511702
4494.858427,0.220221,0.098933,4.014754,0.703611,3.856953,0.520899
4494.879471,0.223621,0.094722,3.990261,0.708002,3.822218,0.532674
4494.899480,0.226657,0.092589,3.966322,0.713373,3.785422,0.548385
4494.918942,0.228946,0.090802,3.943110,0.719860,3.750000,0.566987
4494.938549,0.230153,0.089111,3.920186,0.727258,3.716179,0.588362
4494.958514,0.230276,0.086272,3.898272,0.735717,3.686767,0.610275
4494.978533,0.230303,0.085014,3.876571,0.745581,3.656610,0.636568
4494.998576,0.229530,0.083915,3.855314,0.756563,3.628651,0.665187
4495.018683,0.228025,0.082573,3.835846,0.767961,3.605107,0.693309
4495.038860,0.212993,0.083739,3.807408,0.771322,3.583687,0.723082
