vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
2.047377,-0.019199,-0.109783,-0.073426,0.500676,0.001051,0.001594,0.088444,4.511943,1.211811,5.137660
2.050843,-0.022667,-0.595844,-0.103842,0.500404,0.002279,0.006835,0.211401,4.511994,1.161231,5.188291
2.054116,-0.019246,-0.957902,-0.135782,0.500768,0.004439,0.013246,0.409892,4.514593,1.110891,5.238099
2.057345,-0.013165,-1.149988,-0.171898,0.502590,0.007412,0.019182,0.591668,4.518944,1.058918,5.287482
2.060440,-0.008030,-1.239306,-0.211898,0.504123,0.011191,0.023949,0.736718,4.516805,1.009449,5.337553
2.063598,-0.004362,-1.265652,-0.251898,0.499789,0.014525,0.025887,0.784473,4.512844,0.960645,5.386520
2.066125,-0.003054,-1.298327,-0.283640,0.489789,0.018186,0.027129,0.818977,4.512120,0.912367,5.433657
2.069015,-0.001887,-1.310875,-0.299992,0.479789,0.020223,0.027375,0.824647,4.500938,0.866267,5.479550
2.071973,-0.001180,-1.317151,-0.300000,0.469789,0.021196,0.027535,0.831586,4.487967,0.818704,5.524020
2.075274,-0.000503,-1.310912,-0.300000,0.459789,0.021975,0.027458,0.829294,4.474914,0.772073,5.569444
2.078712,-0.000214,-1.305946,-0.300000,0.449789,0.022222,0.027308,0.824140,4.452257,0.728834,5.614804
2.081799,-0.000144,-1.305203,-0.300000,0.439789,0.014457,0.012754,0.498381,4.431609,0.685230,5.659935
2.076469,-0.014596,-1.631638,-0.300000,0.429789,0.001304,-0.000035,-0.002244,4.399707,0.647399,5.705120
2.058081,-0.030786,-2.418487,-0.300000,0.419789,0.004424,-0.001027,0.103570,4.376052,0.619728,5.749485
2.043567,-0.030688,-2.913656,-0.300000,0.409789,-0.002548,0.001961,-0.071783,4.338841,0.573186,5.788969
2.021957,-0.021391,-3.426854,-0.300000,0.399789,0.000530,0.000004,-0.000927,4.310808,0.543150,5.830713
2.002760,-0.011138,-3.682868,-0.300000,0.392969,0.005130,-0.001727,0.023878,4.286950,0.516722,5.873147
1.987398,-0.003356,-3.810492,-0.300000,0.390886,-0.002962,0.001468,-0.013635,4.239091,0.483026,5.904870
1.963507,0.006100,-3.919119,-0.300000,0.388431,0.000208,0.000037,-0.000524,4.201609,0.460994,5.942529
1.942318,0.011180,-3.959983,-0.300000,0.388223,0.000073,0.000026,-0.000345,4.165633,0.441742,5.983984
1.920964,0.013666,-3.974629,-0.300000,0.389958,-0.000439,-0.000119,-0.002182,4.129246,0.428471,6.018247
1.899400,0.013685,-3.977048,-0.300000,0.391810,-0.000066,0.000008,-0.000399,4.088434,0.417994,6.050927
1.878728,0.011998,-3.971620,-0.300000,0.395908,-0.000250,-0.000031,-0.000718,4.049124,0.413130,6.083739
1.858636,0.008898,-3.965998,-0.300000,0.400791,-0.000442,-0.000075,-0.001150,4.012492,0.410346,6.117331
1.839262,0.004916,-3.963568,-0.298157,0.406445,0.000495,0.000201,0.001448,3.972966,0.410734,6.149070
1.822001,0.000945,-3.959882,-0.298707,0.414158,-0.000103,0.000063,0.001022,3.934247,0.414769,6.180759
1.805196,-0.003350,-3.962493,-0.296607,0.421505,-0.000996,-0.000270,-0.005821,3.895945,0.425798,6.213783
1.788769,-0.007669,-3.972587,-0.288796,0.424746,-0.001265,-0.000739,-0.019716,3.855106,0.435834,6.247448
1.773700,-0.011449,-3.982906,-0.282175,0.430115,-0.002766,-0.001463,-0.038011,3.821447,0.451024,6.282099
1.758699,-0.014969,-3.996198,-0.271066,0.434500,-0.001424,-0.000674,-0.025417,3.789039,0.468171,6.315674
1.747008,-0.016139,-3.963864,-0.260499,0.439962,-0.001222,-0.001206,-0.032994,3.758294,0.481877,6.348009
1.737218,-0.017615,-3.911277,-0.251425,0.445957,-0.002451,-0.002407,-0.065829,3.727203,0.504244,6.378221
1.727762,-0.020147,-3.872359,-0.245130,0.451253,-0.001262,-0.000884,-0.034742,3.696609,0.525613,6.410012
1.720817,-0.020514,-3.788944,-0.237774,0.456212,0.000514,-0.000090,-0.033132,3.674337,0.544655,6.444457
1.716804,-0.020699,-3.697356,-0.231272,0.461361,-0.001636,-0.001483,-0.012545,3.643670,0.575455,6.474142
1.711595,-0.022935,-3.585045,-0.221166,0.462169,-0.001759,-0.002705,-0.076921,3.620736,0.603115,6.506538
1.707489,-0.025737,-3.529138,-0.208926,0.465413,-0.003405,-0.004988,-0.139602,3.601599,0.634083,6.543213
1.703379,-0.028280,-3.495866,-0.195899,0.469476,-0.004429,-0.007437,-0.209864,3.583071,0.665673,6.576886
1.699957,-0.030096,-3.472984,-0.179999,0.473667,-0.006203,-0.010427,-0.296666,3.568174,0.698204,6.610977
1.696608,-0.031020,-3.447055,-0.163755,0.478514,-0.004948,-0.006793,-0.247854,3.554504,0.732178,6.645995
1.696230,-0.024584,-3.272322,-0.148749,0.483625,-0.001191,-0.003229,-0.096406,3.539711,0.768614,6.681313
1.700361,-0.017164,-2.908899,-0.136121,0.488218,-0.002613,-0.006242,-0.180427,3.528438,0.805104,6.719074
1.703287,-0.018905,-2.693726,-0.124554,0.492762,-0.003726,-0.009106,-0.264413,3.519721,0.842221,6.758008
1.705976,-0.022326,-2.579352,-0.112589,0.497240,-0.002003,-0.002681,-0.122157,3.516406,0.878444,6.795599
1.711378,-0.015503,-2.292663,-0.100383,0.501865,-0.000558,-0.000697,-0.032067,3.514322,0.914663,6.833136
1.718444,-0.011023,-1.954407,-0.088251,0.506380,-0.000342,-0.000680,-0.030794,3.509866,0.953425,6.870834
1.725994,-0.009817,-1.684474,-0.077146,0.509884,-0.000382,-0.001300,-0.050413,3.510221,0.992094,6.909490
1.733862,-0.009775,-1.483695,-0.063417,0.513325,-0.000584,-0.000782,-0.036504,3.510952,1.028226,6.948974
1.741995,-0.007471,-1.265679,-0.050424,0.517081,-0.000198,-0.000720,-0.034638,3.506946,1.068647,6.987001
1.750810,-0.005164,-1.053247,-0.038745,0.519168,-0.000133,-0.000650,-0.031675,3.503995,1.108696,7.025846
1.759826,-0.003113,-0.852259,-0.026937,0.520223,-0.000152,-0.000659,-0.032212,3.500652,1.147562,7.066724
1.768860,-0.001072,-0.659381,-0.015195,0.520520,0.000298,-0.000678,-0.033465,3.492388,1.191375,7.106274
1.778288,0.001008,-0.471213,-0.001988,0.518665,0.000221,-0.000790,-0.038262,3.494610,1.233808,7.147457
1.787405,0.003429,-0.276341,0.016327,0.516627,0.000324,-0.004929,-0.148561,3.492591,1.272920,7.191008
1.796247,0.003199,-0.141540,0.036535,0.514732,0.000554,-0.002116,-0.104371,3.492082,1.316502,7.232715
1.804680,0.010033,0.127497,0.059284,0.512126,0.000530,-0.001223,-0.060174,3.484518,1.357633,7.275049
1.812227,0.016495,0.492346,0.081279,0.509504,0.001270,-0.005296,-0.158416,3.482549,1.397481,7.318554
1.819602,0.016597,0.752438,0.102284,0.507682,0.001667,-0.004536,-0.180961,3.481091,1.439985,7.360752
1.826169,0.019861,1.011203,0.126200,0.507738,0.001963,-0.005245,-0.154392,3.476371,1.483111,7.403547
1.831640,0.023070,1.337763,0.149318,0.508031,0.003741,-0.010055,-0.296578,3.468323,1.525888,7.448877
1.837503,0.020942,1.519398,0.170845,0.508702,0.002845,-0.004641,-0.193932,3.454781,1.568315,7.495699
