t,eC,eL,pos_x,pos_y,ref_x,ref_y
5480.845694,-0.043917,0.118256,3.608410,3.043917,3.726667,3.000000
5480.865787,-0.046437,0.124319,3.652348,3.046437,3.776667,3.000000
5480.885140,-0.042173,0.120327,3.699673,3.042173,3.820000,3.000000
5480.906684,-0.038793,0.115984,3.750683,3.038793,3.866667,3.000000
5480.925602,-0.031582,0.117040,3.796293,3.031582,3.913333,3.000000
5480.945434,-0.019669,0.124404,3.835596,3.019669,3.960000,3.000000
5480.964564,-0.009623,0.125624,3.874376,3.009623,4.000000,3.000000
5480.986209,0.012561,0.121936,3.917512,2.995642,4.040062,2.998392
5481.004699,0.039676,0.125029,3.953278,2.974708,4.083165,2.993035
5481.025822,0.064662,0.124343,3.992063,2.952678,4.128871,2.983107
5481.044602,0.095513,0.130262,4.020981,2.924426,4.176581,2.967781
5481.064419,0.128971,0.136517,4.045494,2.892721,4.225505,2.946259
5481.084380,0.157026,0.135520,4.072738,2.861533,4.271852,2.919638
5481.105697,0.180374,0.134031,4.101795,2.831305,4.320255,2.883975
5481.124669,0.201158,0.130880,4.129855,2.799288,4.366309,2.840320
5481.144727,0.217560,0.124961,4.156831,2.766067,4.406464,2.791182
5481.164688,0.229055,0.122232,4.183587,2.733768,4.443205,2.731451
5481.184044,0.235491,0.116017,4.207837,2.700571,4.468951,2.673450
5481.204026,0.234665,0.110770,4.232428,2.669262,4.486379,2.615910
5481.224217,0.226914,0.105367,4.258465,2.637383,4.496385,2.560013
5481.244684,0.214100,0.098408,4.283167,2.606016,4.499821,2.513367
5481.264928,0.194756,0.101176,4.305244,2.571176,4.500000,2.470000
5481.285842,0.172433,0.103787,4.327567,2.537121,4.500000,2.433333
5481.305859,0.154586,0.104648,4.345414,2.501314,4.500000,2.396667
5481.326770,0.130848,0.110580,4.369152,2.467247,4.500000,2.356667
5481.345859,0.113542,0.109799,4.386458,2.429799,4.500000,2.320000
5481.366541,0.098939,0.108723,4.401061,2.392056,4.500000,2.283333
5481.384593,0.086756,0.120692,4.413244,2.364025,4.500000,2.243333
5481.406501,0.077686,0.108431,4.422314,2.318431,4.500000,2.210000
5481.425556,0.065547,0.111322,4.434453,2.281322,4.500000,2.170000
5481.445614,0.059273,0.114120,4.440727,2.244120,4.500000,2.130000
5481.465871,0.050106,0.115733,4.449894,2.205733,4.500000,2.090000
5481.485253,0.042730,0.115037,4.457270,2.168370,4.500000,2.053333
5481.505501,0.037416,0.115884,4.462584,2.129217,4.500000,2.013333
