vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
1.708707,-0.026645,-3.533895,-0.216543,0.328322,-0.002446,-0.000938,-0.046024,3.654463,0.876915,6.796139
1.712290,-0.025699,-3.449890,-0.204970,0.336138,-0.001609,-0.002177,-0.036794,3.640994,0.904580,6.820106
1.718383,-0.025338,-3.328085,-0.193926,0.341324,-0.004929,-0.003783,-0.120705,3.631521,0.917297,6.845763
1.722480,-0.026035,-3.278210,-0.182427,0.347498,-0.002357,-0.002263,-0.073679,3.620759,0.946100,6.871046
1.730727,-0.022943,-3.136820,-0.171589,0.351242,-0.001647,-0.000800,-0.026967,3.610959,0.966044,6.895557
1.740478,-0.019353,-2.939704,-0.163499,0.354929,-0.003266,-0.000728,-0.053292,3.601469,0.983112,6.921991
1.749041,-0.018218,-2.800313,-0.155916,0.358292,0.000499,-0.000911,-0.002541,3.591772,1.013035,6.944125
1.761961,-0.017734,-2.623715,-0.148560,0.359590,-0.003571,-0.001293,-0.057739,3.584383,1.031314,6.969025
1.771106,-0.018036,-2.536574,-0.139665,0.361473,0.000536,-0.001341,-0.038293,3.570888,1.059849,6.994565
1.785008,-0.016918,-2.413667,-0.131593,0.360452,-0.001170,-0.001713,-0.048437,3.564988,1.083802,7.020484
1.797277,-0.015983,-2.305085,-0.119908,0.359262,-0.004276,-0.004001,-0.131009,3.562252,1.103278,7.048322
1.806759,-0.016037,-2.249570,-0.106728,0.359394,0.000768,-0.002396,-0.098771,3.554320,1.133834,7.072117
1.821913,-0.011571,-2.094400,-0.091305,0.357144,-0.001306,-0.001042,-0.045794,3.548094,1.157156,7.098062
1.835044,-0.006075,-1.840810,-0.079731,0.353592,-0.000594,-0.000829,-0.037189,3.542464,1.185262,7.126168
1.848504,-0.003652,-1.605558,-0.065734,0.349539,-0.000976,-0.000939,-0.042294,3.541279,1.207696,7.153707
1.861291,-0.001809,-1.379466,-0.051097,0.346223,-0.000604,-0.000946,-0.045109,3.534957,1.234944,7.179939
1.874322,0.000226,-1.148845,-0.035656,0.342194,-0.000568,-0.004072,-0.123529,3.529047,1.260952,7.205865
1.887038,-0.000591,-0.984642,-0.018315,0.338640,-0.002797,-0.004230,-0.190121,3.527131,1.286394,7.233789
1.897198,0.001853,-0.829673,0.000636,0.334773,0.002166,-0.001394,-0.022980,3.520199,1.315673,7.260069
1.911725,0.008916,-0.426715,0.020431,0.330063,-0.000063,-0.001130,-0.057454,3.513321,1.343661,7.287446
1.923145,0.012317,-0.086505,0.038789,0.326636,-0.000203,-0.001037,-0.054520,3.509165,1.370210,7.317366
1.933684,0.014492,0.242701,0.054969,0.326521,-0.000125,-0.001007,-0.049962,3.500589,1.398825,7.346625
1.943778,0.015622,0.545752,0.072070,0.329538,-0.001953,-0.001230,-0.110375,3.494916,1.426468,7.375948
1.951693,0.016484,0.775446,0.093552,0.335355,0.001741,-0.005491,-0.118754,3.483914,1.453966,7.406596
1.962800,0.014884,1.047395,0.116440,0.341845,-0.000020,-0.002630,-0.129115,3.471749,1.481786,7.437693
1.971302,0.018812,1.336272,0.133600,0.347921,0.000235,-0.003302,-0.101811,3.461402,1.509923,7.470458
1.979666,0.019498,1.642180,0.143899,0.354959,0.000090,-0.005260,-0.163240,3.450836,1.537048,7.505226
1.987950,0.015729,1.818053,0.154497,0.363391,-0.001362,-0.005678,-0.220806,3.443538,1.561920,7.539942
1.994607,0.013105,1.914549,0.164226,0.372689,0.001343,-0.003166,-0.117923,3.423084,1.589603,7.572865
2.003929,0.014603,2.121070,0.166764,0.380320,-0.000543,-0.000082,-0.005222,3.409258,1.620044,7.608383
2.011990,0.015431,2.376867,0.169841,0.389317,-0.001287,-0.000403,-0.015831,3.391401,1.640335,7.648243
2.020044,0.011727,2.542196,0.168653,0.399173,-0.003350,0.000909,-0.022105,3.379453,1.661534,7.686978
2.026892,0.007988,2.625696,0.169350,0.409173,0.000806,-0.000798,0.007471,3.355121,1.688335,7.721837
2.038557,0.002787,2.705526,0.167234,0.419170,-0.003431,0.000988,0.000787,3.341570,1.707659,7.759420
2.046716,-0.000454,2.731811,0.165917,0.429170,0.001017,-0.000432,0.004052,3.316602,1.733395,7.797932
2.060126,-0.004701,2.741658,0.160639,0.437261,-0.003825,0.001010,0.017671,3.301050,1.751242,7.836493
2.069489,-0.007299,2.730274,0.156296,0.444741,0.001518,-0.000079,0.005572,3.268250,1.775015,7.875095
2.085027,-0.010810,2.685804,0.147885,0.447003,-0.001017,0.000486,0.019639,3.243517,1.793671,7.916025
2.098454,-0.013533,2.623267,0.140448,0.450405,-0.001110,0.000481,0.020117,3.216773,1.811462,7.960502
2.112508,-0.015786,2.539337,0.133025,0.453437,-0.001310,0.001496,0.043720,3.190388,1.828378,8.002040
2.126674,-0.016344,2.466830,0.125376,0.454464,-0.002071,0.002977,0.091853,3.161535,1.843843,8.042681
2.140614,-0.015874,2.424053,0.117048,0.453387,-0.002345,0.004500,0.141206,3.129423,1.861938,8.082145
2.154578,-0.015614,2.397131,0.110406,0.449031,-0.005357,0.006018,0.191276,3.105019,1.872730,8.122435
2.165331,-0.015467,2.389986,0.104245,0.441787,0.000522,0.006971,0.227277,3.065427,1.891363,8.158609
