Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,z,roll,pitch,yaw,vx_w,vy_w,vz_w,v_tot,ax_w,ay_w,az_w,vx_b,vy_b,vz_b,ax_b,ay_b,az_b,droll,dpitch,dyaw,steer
1709637586.1935472,81,1709637586,193547249,,-1.3435056810146195,-0.553382481667059,0.0,0.0,0.0,-1.6197870020155234,-0.02389201995968971,-0.7237772778630294,0.0,0.7241715104645937,0.0,0.0,0.0,0.7240789056538227,0.011580801169766763,0.0,0.0,0.0,0.0,0.0,0.0,0.2673059398016016,0.0
1709637586.2036245,82,1709637586,203624487,,-1.3399832507171185,-0.556508915424026,0.0,0.0,0.0,-1.6151646961634545,-0.02135033070787664,-0.7242365523533763,0.0,0.7245511854838417,0.0,0.0,0.0,0.7244707891510822,0.010793333722653406,0.0,0.0,0.0,0.0,0.0,0.0,0.2575687715282528,0.0
1709637586.2136872,83,1709637586,213687181,,-1.338780385654352,-0.562715762892776,0.0,0.0,0.0,-1.6101908456413838,-0.0186184195074467,-0.7264925501835005,0.0,0.7267310857649348,0.0,0.0,0.0,0.7266621649577487,0.01000844823130479,0.0,0.0,0.0,0.0,0.0,0.0,0.24529808140803738,0.0
1709637586.2237635,84,1709637586,223763466,,-1.338964562426312,-0.5700475111985279,0.0,0.0,0.0,-1.6078047699724163,-0.017808804754552432,-0.728752676737274,0.0,0.7289702445083251,0.0,0.0,0.0,0.7289126005024728,0.009167235529315485,0.0,0.0,0.0,0.0,0.0,0.0,0.22952918933829625,0.0
1709637586.2338295,85,1709637586,233190060,,-1.3399609394428582,-0.5720124330411144,0.0,0.0,0.0,-1.5981310955919419,-0.011471993819084201,-0.7299572795927111,0.0,0.7300474208382469,0.0,0.0,0.0,0.7299981335832035,0.00848302054787741,0.0,0.0,0.0,0.0,0.0,0.0,0.21468466362152014,0.0
1709637586.2439022,86,1709637586,243902206,,-1.3400710751088687,-0.5793762588091756,0.0,0.0,0.0,-1.5960285408702473,-0.010344313941482742,-0.7321724972116691,0.0,0.732245567077119,0.0,0.0,0.0,0.7322004176610244,0.008131351739592101,0.0,0.0,0.0,0.0,0.0,0.0,0.20367448579271527,0.0
1709637586.2540267,87,1709637586,254026651,,-1.3401691940043199,-0.5868002581989546,0.0,0.0,0.0,-1.594003485983387,-0.009022313961403811,-0.7343726432482793,0.0,0.7344280640748164,0.0,0.0,0.0,0.7343842592470506,0.008021288602428144,0.0,0.0,0.0,0.0,0.0,0.0,0.19692698695608513,0.0
1709637586.2641113,88,1709637586,264190674,,-1.340253309147985,-0.5942170813928526,0.0,0.0,0.0,-1.5920397370158927,-0.0077124712287897895,-0.7365406974229717,0.0,0.7365810757634033,0.0,0.0,0.0,0.736538336584889,0.00793472832157366,0.0,0.0,0.0,0.0,0.0,0.0,0.1922946066849515,0.0
1709637586.2843325,89,1709637586,277626991,,-1.3392911339569367,-0.5929972818983136,0.0,0.0,0.0,-1.5816397250998235,-2.4272633392080634e-05,-0.7362323328362593,0.0,0.7362323332363782,0.0,0.0,0.0,0.7361893136167221,0.007958832780057597,0.0,0.0,0.0,0.0,0.0,0.0,0.18950113685241515,0.0
1709637586.3044953,90,1709637586,296504736,,-1.3405783272799858,-0.5994158385239754,0.0,0.0,0.0,-1.575998072191357,0.004026725803086128,-0.7385518674595825,0.0,0.7385628446169832,0.0,0.0,0.0,0.7385209296486483,0.007868412776800782,0.0,0.0,0.0,0.0,0.0,0.0,0.18651279352191139,0.0
1709637586.3145943,91,1709637586,309610128,,-1.338823471676429,-0.6095631942605215,0.0,0.0,0.0,-1.56566518415259,0.011519151187037358,-0.7416775130391758,0.0,0.7417669608388113,0.0,0.0,0.0,0.7417268555346045,0.007713363131250063,0.0,0.0,0.0,0.0,0.0,0.0,0.18070763682553384,0.0
1709637586.324669,92,1709637586,314594269,,-1.338703517571552,-0.61706394536247,0.0,0.0,0.0,-1.5638804121379943,0.012675189391120252,-0.7437561258919558,0.0,0.7438641241704775,0.0,0.0,0.0,0.7438259989106758,0.007531173377832585,0.0,0.0,0.0,0.0,0.0,0.0,0.17721436955621508,0.0
1709637586.334748,93,1709637586,333154678,,-1.336040594870404,-0.6219371819105798,0.0,0.0,0.0,-1.5598593468217687,0.014973975524937047,-0.7450432104125784,0.0,0.7451936696758117,0.0,0.0,0.0,0.7451624175476156,0.006824719737532201,0.0,0.0,0.0,0.0,0.0,0.0,0.16752893049045994,0.0
