Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,angle_0,angle_1,angle_2,angle_3,polynomial,first_timestamp,sync_timestamp,first_sweep
1709637585.5060015,939,1709637585,507624219,,-0.5339885976544325,-0.5351878431073134,-0.5471411969891493,-0.5483938482037489,10,3091936,2818869,False
1709637585.5261724,940,1709637585,532186566,,-0.8523100031729198,-0.8472860468740917,-0.85786682499604,-0.8528696907873607,11,3383045,3290368,True
1709637585.5261724,941,1709637585,532505917,,-0.5333622720471327,-0.5345748689404433,-0.5464350011578505,-0.5477141168347304,11,3563483,3290367,False
1709637585.5362623,942,1709637585,539600118,,-0.8554149283285595,-0.850404323470161,-0.8610118044729687,-0.8560279024954296,11,3854303,3761864,True
1709637585.5463946,943,1709637585,548088889,,-0.532522561811537,-0.5337752130261366,-0.5455821779004042,-0.5469146993390028,11,4035042,3761864,False
1709637585.5565152,944,1709637585,563955254,,-0.8585465563650585,-0.8535226000662304,-0.8642233027334667,-0.859266103636787,10,4325566,4233365,True
1709637585.5565152,945,1709637585,563955913,,-0.5316697385540907,-0.5329490926495497,-0.5446893003216688,-0.5461016919842665,10,4506603,4233365,False
1709637585.5972478,946,1709637585,597988590,,-0.8615848435278393,-0.8566675795431591,-0.8673149956579662,-0.8624376667852856,10,4796832,4704866,True
1709637585.5972478,947,1709637585,598205484,,-0.5308302667370741,-0.5322161939373915,-0.5437830713025038,-0.5452488687268202,10,4978172,4704869,False
1709637585.5972478,948,1709637585,598206488,,-0.8646764172430492,-0.8597858561392284,-0.8705131424780346,-0.8656225813742138,10,5268100,5176372,True
1709637585.5972478,949,1709637585,604061792,,-0.5299774434796278,-0.5314165380230849,-0.5429435994854872,-0.544475915693373,10,5449736,5176375,False
1709637585.6174436,950,1709637585,624668560,,-0.8678346289511181,-0.8629041327352978,-0.8736980570669628,-0.8688340796347118,10,5739365,5647874,True
1709637585.6275687,951,1709637585,627611431,,-0.529017808698744,-0.5305637147656386,-0.5419708516827528,-0.5435832765332167,10,5921306,5647879,False
1709637585.6376555,952,1709637585,639699379,,-0.8709929598684765,-0.8662089718695141,-0.876882971655891,-0.8721789730902172,10,6210628,6119381,True
1709637585.6478336,953,1709637585,655697788,,-0.5279651906720106,-0.5296441343060438,-0.5409446981182997,-0.542583825849623,10,6392884,6119380,False
1709637585.6478336,954,1709637585,656771207,,-0.8740711821432567,-0.869300545584724,-0.8800545348043896,-0.8752972496862865,10,6681896,6590882,True
1709637585.6580184,955,1709637585,666520158,,-0.5268989827862685,-0.5286315706005995,-0.5398386743298476,-0.5415443208447401,10,6864465,6590883,False
1709637585.6782644,956,1709637585,687760168,,-0.8771228207464672,-0.8724454058523632,-0.8831728114004589,-0.878535450827644,10,7153164,7062387,True
1709637585.6782644,957,1709637585,687760902,,-0.5258597161999647,-0.5276452329388563,-0.538705947660536,-0.5405582216015761,10,7336046,7062388,False
1709637585.698657,958,1709637585,699485032,,-0.880201162230537,-0.8754704607840038,-0.8862645043249584,-0.8816004408712841,10,7624437,7533892,True
1709637585.7087474,959,1709637585,711637293,,-0.5246735837689345,-0.5264860418072645,-0.5375598695507948,-0.5393854406109755,10,7807636,7533891,False
1709637585.7087474,960,1709637585,715762018,,-0.8831728114004589,-0.8784554613943554,-0.8893427265997387,-0.8847453011389232,11,8095707,8005392,True
1709637585.7188554,961,1709637585,723712789,,-0.5236076143017714,-0.5254865911236708,-0.5363870885601942,-0.5382794168225233,11,8279218,8005391,False
1709637585.7491152,962,1709637585,749810684,,-0.8860912932272411,-0.8814937485571361,-0.892274440657661,-0.8877570046301342,11,8566989,8476895,True
1709637585.7491152,963,1709637585,749811765,,-0.5224615361920302,-0.524447086118788,-0.5351878431073134,-0.5372000959149306,11,8750805,8476895,False
1709637585.7491152,964,1709637585,755623402,,-0.8889829529638744,-0.8843988789434887,-0.8952462090368725,-0.8907819403524853,10,9038265,8948394,True
1709637585.7895718,965,1709637585,779930579,,-0.5212088849774306,-0.5232478406659071,-0.5339218404522841,-0.5359741475811903,10,9222396,8948397,False
1709637585.7895718,966,1709637585,779937869,,-0.8919013155813671,-0.887330593001411,-0.8982978476400829,-0.8937802924032665,10,9509542,9419898,True
1709637585.7895718,967,1709637585,779938764,,-0.5198763635388319,-0.5218752649060194,-0.5325492646923964,-0.5346547391644423,10,9693996,9419897,False
1709637585.7996693,968,1709637585,807767716,,-0.8947663916464306,-0.8903022421713329,-0.9012028588171459,-0.8967652930136181,11,9980826,9891400,True
1709637585.7996693,969,1709637585,807768574,,-0.5185703065625136,-0.5206757810345595,-0.5311900403729384,-0.5333756234875624,11,10165598,9891402,False
1709637585.8097548,970,1709637585,811675058,,-0.8975915325994945,-0.893140615355537,-0.9040279997702099,-0.8996570719595409,10,10452113,10362900,True
1709637585.8300014,971,1709637585,839700576,,-0.5171977308026259,-0.5194231298199599,-0.5298174646130507,-0.5320428636303847,10,10637199,10362902,False
1709637585.8400726,972,1709637585,847343253,,-0.9004833115454174,-0.8960723294134594,-0.9070130003805614,-0.9026287211294628,10,10923391,10834400,True
1709637585.8400726,973,1709637585,847344067,,-0.5157586362591688,-0.5180107381573622,-0.5282849099865858,-0.530590417646498,10,11108806,10834402,False
1709637585.8703632,974,1709637585,872458534,,-0.9034016741629101,-0.8990040434713817,-0.9100245846624828,-0.9057070626135326,10,11394672,11305906,True
1709637585.8703632,975,1709637585,872465020,,-0.5143593576184218,-0.5166515138379042,-0.5267790582409804,-0.5291777875653212,10,11580416,11305906,False
1709637585.8703632,976,1709637585,872465515,,-0.9062533987875439,-0.9018824709768749,-0.9128764284964062,-0.9086254252310253,11,11865957,11777406,True
1709637585.8805664,977,1709637585,883818948,,-0.512786987089247,-0.5151189592114394,-0.5251799848309462,-0.5276452329388563,11,12052032,11777408,False
1709637585.8906534,978,1709637585,895642849,,-0.9090651883001781,-0.9047742499227978,-0.9157680882330395,-0.9115970744009472,10,12337241,12248907,True
1709637585.8906534,979,1709637585,899620091,,-0.5111211564770644,-0.5136264589062636,-0.5235942628613417,-0.5260862138501112,10,12523652,12248912,False
