t,vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,eC,eL,pos_x,pos_y,ref_x,ref_y,lap,theta
26560.192630,0.400000,0.020000,0.000000,-0.004840,0.510000,-0.032701,0.020751,0.019545,-0.011981,0.024435,1.488898,3.011981,1.513333,3.000000,0,0.529004
26560.224963,0.400000,0.020000,0.000000,-0.009094,0.520000,-0.272350,0.448812,2.995281,-0.028517,0.036938,1.489728,3.028517,1.526667,3.000000,0,0.531071
26560.230295,0.161592,0.447339,2.956099,-0.042431,0.530000,0.066713,-0.403342,-3.002579,-0.019064,0.030718,1.499282,3.019064,1.530000,3.000000,0,0.531073
26560.262789,0.240399,-0.000212,-0.005825,-0.043200,0.537383,-0.006336,0.000381,0.013591,-0.017259,0.028780,1.501220,3.017259,1.530000,3.000000,0,0.532818
26560.270296,0.270814,-0.004472,-0.115710,-0.049025,0.547383,-0.025339,0.000904,0.022360,-0.016976,0.027658,1.502342,3.016976,1.530000,3.000000,0,0.534823
26560.290314,0.254171,-0.004468,-0.118744,-0.055057,0.557383,-0.018614,0.000434,0.012319,-0.016320,0.028304,1.505029,3.016320,1.533333,3.000000,0,0.536775
26560.310298,0.259421,-0.005754,-0.152369,-0.059682,0.567383,-0.003685,0.000115,0.003525,-0.016453,0.026342,1.510325,3.016453,1.536667,3.000000,0,0.541479
26560.330331,0.280181,-0.006735,-0.179053,-0.063385,0.577383,-0.023702,0.000602,0.016976,-0.017568,0.025927,1.514073,3.017568,1.540000,3.000000,0,0.546297
26560.364135,0.281506,-0.007190,-0.191267,-0.067267,0.587383,-0.018972,0.000536,0.015554,-0.017211,0.022098,1.521236,3.017211,1.543333,3.000000,0,0.552103
26560.370299,0.305728,-0.008238,-0.219668,-0.070053,0.597383,0.014213,-0.000126,-0.004914,-0.017390,0.021364,1.528636,3.017390,1.550000,3.000000,0,0.560778
26560.390300,0.327977,-0.008857,-0.237535,-0.072290,0.607383,-0.006578,0.000217,0.006564,-0.017241,0.023468,1.536532,3.017241,1.560000,3.000000,0,0.569808
26560.410294,0.347961,-0.009992,-0.268014,-0.073957,0.617383,0.002161,-0.000023,-0.000387,-0.017062,0.023383,1.543284,3.017062,1.566667,3.000000,0,0.579128
26560.430298,0.377216,-0.011033,-0.297591,-0.074317,0.627383,-0.001725,0.000051,0.001552,-0.017500,0.023650,1.553016,3.017500,1.576667,3.000000,0,0.589531
26560.464777,0.403083,-0.011813,-0.320481,-0.074286,0.637383,-0.018857,0.000477,0.014320,-0.018491,0.023116,1.563551,3.018491,1.586667,3.000000,0,0.600877
26560.470646,0.432535,-0.012598,-0.343791,-0.073833,0.647383,0.016133,-0.000470,-0.013845,-0.018793,0.026986,1.573014,3.018793,1.600000,3.000000,0,0.612883
26560.490324,0.457060,-0.013230,-0.362849,-0.072819,0.657383,0.010852,-0.000309,-0.009917,-0.018550,0.024622,1.585378,3.018550,1.610000,3.000000,0,0.625889
26560.510325,0.496472,-0.013980,-0.387340,-0.070263,0.667383,0.007721,-0.000252,-0.008524,-0.018720,0.024819,1.598514,3.018720,1.623333,3.000000,0,0.640801
26560.530296,0.533638,-0.014391,-0.402914,-0.066783,0.677383,0.002236,-0.000167,-0.005971,-0.018823,0.028194,1.611806,3.018823,1.640000,3.000000,0,0.656497
