t,vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,eC,eL,pos_x,pos_y,ref_x,ref_y,lap,theta
25473.544285,0.400000,0.020000,0.000000,-0.003463,0.510000,-0.032767,0.020520,0.013274,-0.008328,0.023849,1.486151,3.008328,1.510000,3.000000,0,0.526021
25473.577506,0.400000,0.020000,0.000000,-0.006442,0.520000,-0.079546,0.004039,0.142893,-0.012382,0.028103,1.495230,3.012382,1.523333,3.000000,0,0.530520
25473.611481,0.355359,0.003003,0.115488,-0.012464,0.530000,-0.225737,0.001851,0.049100,-0.010280,0.038969,1.491031,3.010280,1.530000,3.000000,0,0.533166
25473.616669,0.166659,-0.000057,-0.002141,-0.017361,0.540000,0.005716,0.000013,0.000496,-0.009698,0.035645,1.494355,3.009698,1.530000,3.000000,0,0.533166
25473.625055,0.178406,-0.000000,-0.000000,-0.019713,0.550000,-0.016867,0.000000,0.000002,-0.008742,0.036046,1.493954,3.008742,1.530000,3.000000,0,0.533166
25473.645074,0.171522,0.000000,0.000002,-0.021789,0.560000,0.007443,-0.000829,-0.017915,-0.008533,0.031250,1.498750,3.008533,1.530000,3.000000,0,0.533166
25473.665085,0.203408,-0.000829,-0.017915,-0.023099,0.570000,0.006783,0.000252,0.006571,-0.007835,0.025459,1.504541,3.007835,1.530000,3.000000,0,0.534476
25473.710515,0.235081,-0.001891,-0.050131,-0.024049,0.580000,-0.036199,0.000775,0.020813,-0.007648,0.024215,1.509119,3.007648,1.533333,3.000000,0,0.538459
25473.716490,0.256425,-0.002066,-0.055024,-0.024758,0.590000,0.028607,0.000196,0.003883,-0.008183,0.018518,1.518148,3.008183,1.536667,3.000000,0,0.547062
25473.725068,0.292777,-0.002333,-0.062303,-0.025410,0.600000,0.005580,0.000435,0.010516,-0.007649,0.024463,1.522204,3.007649,1.546667,3.000000,0,0.555507
25473.745060,0.309670,-0.002563,-0.068390,-0.025817,0.610000,0.012133,0.000668,0.017223,-0.007846,0.020844,1.532490,3.007846,1.553333,3.000000,0,0.563926
25473.765037,0.348690,-0.002789,-0.075361,-0.025809,0.620000,0.000526,0.000145,0.005355,-0.007687,0.022415,1.540919,3.007687,1.563333,3.000000,0,0.575564
25473.810568,0.376510,-0.003674,-0.097369,-0.025853,0.630000,-0.025713,0.000246,0.007485,-0.007553,0.021714,1.551620,3.007553,1.573333,3.000000,0,0.587975
25473.815869,0.413942,-0.004195,-0.113857,-0.025451,0.640000,0.038429,-0.000391,-0.011523,-0.007182,0.020417,1.566250,3.007182,1.586667,3.000000,0,0.603114
