t,vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,eC,eL,pos_x,pos_y,ref_x,ref_y,lap,theta
23948.900979,0.400000,0.020000,0.000000,-0.005085,0.510000,-0.032003,0.020784,0.020367,-0.014148,0.025759,1.487574,3.014148,1.513333,3.000000,0,0.527580
23948.932855,0.400000,0.020000,0.000000,-0.009628,0.520000,-0.125654,0.000740,0.017424,-0.014753,0.032012,1.494654,3.014753,1.526667,3.000000,0,0.530471
23948.938081,0.307804,-0.000817,-0.023966,-0.013567,0.530000,-0.186284,0.001387,0.035000,-0.012539,0.040062,1.489938,3.012539,1.530000,3.000000,0,0.531338
23948.958141,0.127292,-0.000042,-0.001550,-0.017053,0.540000,-0.030909,-0.000000,-0.000002,-0.012582,0.040028,1.489972,3.012582,1.530000,3.000000,0,0.531338
23948.978140,0.119795,-0.000000,-0.000009,-0.018692,0.550000,0.005500,-0.000000,-0.000000,-0.013392,0.036748,1.493252,3.013392,1.530000,3.000000,0,0.531338
23948.998143,0.149267,-0.000000,-0.000000,-0.020302,0.560000,-0.000891,-0.000000,-0.000001,-0.013894,0.033602,1.496398,3.013894,1.530000,3.000000,0,0.531338
23949.030992,0.172871,-0.000000,-0.000001,-0.021813,0.570000,-0.015994,0.001609,0.039637,-0.014044,0.029865,1.500135,3.014044,1.530000,3.000000,0,0.531338
23949.038139,0.197881,-0.000219,-0.007763,-0.023159,0.580000,0.021311,-0.000398,-0.013599,-0.014149,0.024739,1.505261,3.014149,1.530000,3.000000,0,0.533488
23949.058141,0.228295,-0.002016,-0.053230,-0.024299,0.590000,0.002134,-0.000002,0.000135,-0.014133,0.022429,1.510904,3.014133,1.533333,3.000000,0,0.539192
23949.078141,0.256457,-0.002508,-0.066412,-0.025335,0.600000,0.005629,-0.000044,-0.001085,-0.013281,0.018468,1.518199,3.013281,1.536667,3.000000,0,0.547385
23949.098143,0.288613,-0.002938,-0.078202,-0.025962,0.610000,-0.006469,0.000073,0.002114,-0.014285,0.023484,1.523182,3.014285,1.546667,3.000000,0,0.555297
23949.132561,0.309150,-0.003216,-0.085885,-0.026829,0.620000,-0.015579,0.000175,0.005165,-0.014828,0.022709,1.530624,3.014828,1.553333,3.000000,0,0.563461
23949.139091,0.340860,-0.003633,-0.097387,-0.027372,0.630000,0.029099,-0.000240,-0.007256,-0.014817,0.022152,1.541181,3.014817,1.563333,3.000000,0,0.574420
23949.158143,0.379110,-0.004031,-0.108937,-0.027574,0.640000,0.006472,-0.000055,-0.001559,-0.015076,0.021437,1.551896,3.015076,1.573333,3.000000,0,0.587323
23949.178143,0.412650,-0.004459,-0.121031,-0.027914,0.650000,0.002826,0.000025,0.000543,-0.015124,0.025088,1.561579,3.015124,1.586667,3.000000,0,0.600381
23949.198145,0.444329,-0.004780,-0.130710,-0.027792,0.660000,-0.000024,0.000006,0.000209,-0.015108,0.028206,1.571794,3.015108,1.600000,3.000000,0,0.612694
23949.238240,0.473603,-0.005083,-0.139749,-0.027537,0.670000,-0.023895,0.000198,0.006257,-0.015421,0.026055,1.583945,3.015421,1.610000,3.000000,0,0.625745
23949.244732,0.509172,-0.005380,-0.149302,-0.026941,0.680000,0.045868,-0.000462,-0.014271,-0.016195,0.017493,1.605840,3.016195,1.623333,3.000000,0,0.644918
23949.258147,0.564847,-0.005852,-0.164504,-0.025728,0.684079,-0.002760,-0.000181,-0.004769,-0.015362,0.031333,1.612000,3.015362,1.643333,3.000000,0,0.661714
23949.278159,0.582287,-0.005882,-0.166937,-0.024457,0.694079,0.007916,-0.000115,-0.004104,-0.015071,0.032457,1.627543,3.015071,1.660000,3.000000,0,0.674616
23949.298145,0.620803,-0.005718,-0.164802,-0.022680,0.703643,0.007006,-0.000140,-0.005033,-0.013908,0.027847,1.645487,3.013908,1.673333,3.000000,0,0.693284
23949.332960,0.658699,-0.005589,-0.163305,-0.021024,0.710630,-0.022542,-0.000023,-0.001058,-0.013761,0.030601,1.659399,3.013761,1.690000,3.000000,0,0.712090
23949.338677,0.690129,-0.005365,-0.158585,-0.019085,0.719702,0.029314,-0.000311,-0.008039,-0.013801,0.032635,1.677365,3.013801,1.710000,3.000000,0,0.730165
23949.358161,0.728449,-0.005430,-0.161127,-0.016898,0.726717,0.004211,-0.000178,-0.006546,-0.013125,0.035127,1.694873,3.013125,1.730000,3.000000,0,0.750146
23949.378151,0.763427,-0.004802,-0.148130,-0.014646,0.733720,0.006622,-0.000164,-0.006113,-0.013715,0.035503,1.714497,3.013715,1.750000,3.000000,0,0.771004
23949.398149,0.801776,-0.004289,-0.134758,-0.012583,0.739298,0.010038,-0.000160,-0.006200,-0.011349,0.032461,1.737539,3.011349,1.770000,3.000000,0,0.794411
23949.432811,0.843599,-0.003814,-0.122485,-0.009716,0.740306,-0.021363,-0.000284,-0.011557,-0.011391,0.037970,1.755363,3.011391,1.793333,3.000000,0,0.817091
23949.438581,0.876712,-0.003160,-0.105166,-0.006842,0.745328,0.029006,-0.000242,-0.002959,-0.010873,0.038590,1.778076,3.010873,1.816667,3.000000,0,0.839477
23949.458159,0.914853,-0.002916,-0.096056,-0.004231,0.748723,0.005550,-0.000672,-0.018889,-0.010628,0.036468,1.800199,3.010628,1.836667,3.000000,0,0.864480
23949.478150,0.951195,-0.002219,-0.077908,-0.001575,0.752173,0.004901,-0.000419,-0.015013,-0.010424,0.039903,1.823431,3.010424,1.863333,3.000000,0,0.889480
23949.498150,0.987435,-0.001189,-0.051124,0.000539,0.754855,0.004867,-0.000528,-0.014343,-0.010094,0.039493,1.847173,3.010094,1.886667,3.000000,0,0.915549
23949.532891,1.023497,-0.000593,-0.027535,0.003004,0.757754,-0.018285,-0.000534,-0.024418,-0.009391,0.041770,1.871563,3.009391,1.913333,3.000000,0,0.942359
23949.538656,1.058963,0.000330,-0.001023,0.005601,0.760414,0.024669,-0.000065,0.006580,-0.008901,0.044599,1.895401,3.008901,1.940000,3.000000,0,0.968723
23949.558155,1.092559,0.000836,0.021373,0.008337,0.763932,0.005150,-0.000254,-0.009414,-0.007931,0.045115,1.921552,3.007931,1.966667,3.000000,0,0.995626
23949.578116,1.127707,0.002054,0.057527,0.010395,0.767109,0.004126,-0.000157,-0.005661,-0.006368,0.045072,1.948261,3.006368,1.993333,3.000000,0,1.023838
23949.598106,1.162392,0.002917,0.091840,0.012594,0.769920,0.003576,-0.000178,-0.006327,-0.005016,0.048035,1.975298,3.005016,2.023333,3.000000,0,1.052548
23949.631501,1.196397,0.003620,0.121822,0.014333,0.772795,-0.015829,-0.000517,-0.022592,-0.004683,0.045910,2.004090,3.004683,2.050000,3.000000,0,1.082622
23949.638139,1.230957,0.003932,0.143027,0.015498,0.775119,0.025001,-0.000430,-0.003276,-0.004338,0.045504,2.034496,3.004338,2.080000,3.000000,0,1.114915
23949.658147,1.265966,0.003917,0.152378,0.015989,0.776313,0.003496,-0.000236,-0.008571,-0.002989,0.049186,2.064147,3.002989,2.113333,3.000000,0,1.147296
23949.678125,1.299239,0.004561,0.174197,0.016511,0.777945,0.004026,-0.000045,-0.001052,-0.001985,0.051931,2.094735,3.001985,2.146667,3.000000,0,1.179388
23949.698150,1.332747,0.004961,0.197269,0.016148,0.779516,0.004138,0.000020,0.001517,0.001108,0.050216,2.126451,2.998892,2.176667,3.000000,0,1.212427
23949.730516,1.366180,0.004921,0.209128,0.016329,0.780946,-0.014102,0.000027,-0.003211,0.000619,0.051640,2.158360,2.999381,2.210000,3.000000,0,1.245949
23949.738148,1.398809,0.004839,0.215909,0.015170,0.782338,0.021962,0.000125,0.007569,0.002285,0.051363,2.191970,2.997715,2.243333,3.000000,0,1.280537
23949.758159,1.431762,0.004756,0.221481,0.014203,0.783112,0.003832,0.000128,0.006110,0.002212,0.054092,2.225908,2.997788,2.280000,3.000000,0,1.316164
23949.778176,1.463991,0.004217,0.215192,0.012722,0.783754,0.004016,0.000104,0.005202,0.003347,0.052884,2.260449,2.996653,2.313333,3.000000,0,1.352150
23949.798143,1.496082,0.003619,0.201356,0.010826,0.784137,0.003894,0.000127,0.006287,0.002808,0.054180,2.295820,2.997192,2.350000,3.000000,0,1.389459
23949.831791,1.527632,0.002975,0.182723,0.008486,0.784251,-0.013913,0.000270,0.019170,0.003769,0.053995,2.332672,2.996231,2.386667,3.000000,0,1.427903
23949.838145,1.559517,0.002245,0.158670,0.005963,0.783337,0.021804,0.000213,-0.002916,0.003193,0.057889,2.368777,2.996807,2.426667,3.000000,0,1.465963
23949.858094,1.589903,0.001946,0.140547,0.002625,0.783064,0.004058,0.000411,0.018354,0.003344,0.056629,2.406704,2.996656,2.463333,3.000000,0,1.504736
23949.878104,1.620408,0.000750,0.104929,-0.000077,0.781907,0.003787,0.000694,0.020849,0.002739,0.058292,2.445041,2.997261,2.503333,3.000000,0,1.544630
23949.898135,1.650271,0.000148,0.068534,-0.002881,0.780671,0.003507,0.000410,0.018329,0.002532,0.059809,2.483525,2.997468,2.543333,3.000000,0,1.584793
