t,vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,eC,eL,pos_x,pos_y,ref_x,ref_y,lap,theta
25071.791800,0.400000,0.020000,0.000000,-0.004039,0.510000,-0.030755,0.020593,0.015045,-0.010214,0.023537,1.483130,3.010214,1.506667,3.000000,0,0.523275
25071.823362,0.400000,0.020000,0.000000,-0.007689,0.520000,-0.359228,-0.003580,-0.121616,-0.010042,0.037977,1.482023,3.010042,1.520000,3.000000,0,0.524716
25071.828541,0.073924,-0.004806,-0.153990,-0.012276,0.530000,0.062879,0.001684,0.061070,-0.011547,0.036380,1.486953,3.011547,1.523333,3.000000,0,0.524716
25071.860292,0.142787,-0.000009,-0.000364,-0.013855,0.540000,-0.053245,-0.000000,-0.000003,-0.011793,0.036917,1.486416,3.011793,1.523333,3.000000,0,0.524716
25071.868582,0.126488,-0.000000,-0.000003,-0.016635,0.550000,-0.005485,0.000000,0.000000,-0.011263,0.036268,1.487066,3.011263,1.523333,3.000000,0,0.524716
25071.888561,0.130940,0.000000,0.000000,-0.018726,0.560000,0.005479,-0.000000,-0.000000,-0.011579,0.032427,1.490906,3.011579,1.523333,3.000000,0,0.524716
25071.908539,0.160942,-0.000000,-0.000000,-0.020356,0.570000,-0.011606,0.000000,0.000000,-0.010784,0.030432,1.492901,3.010784,1.523333,3.000000,0,0.524716
25071.928537,0.174370,0.000000,0.000000,-0.021841,0.580000,0.014670,-0.001747,-0.044292,-0.010568,0.023751,1.499582,3.010568,1.523333,3.000000,0,0.527340
25071.962427,0.214662,-0.001747,-0.044292,-0.022445,0.590000,-0.009951,0.000094,0.002636,-0.011163,0.020792,1.505875,3.011163,1.526667,3.000000,0,0.533809
25071.969167,0.248848,-0.002262,-0.059988,-0.023109,0.600000,0.020805,-0.000127,-0.003704,-0.010738,0.021202,1.512131,3.010738,1.533333,3.000000,0,0.542207
25071.988556,0.278614,-0.002529,-0.067376,-0.023425,0.610000,0.008315,-0.000070,-0.001927,-0.010393,0.020226,1.519774,3.010393,1.540000,3.000000,0,0.551485
25072.008564,0.313151,-0.002941,-0.078616,-0.023299,0.620000,0.009022,-0.000097,-0.002724,-0.010283,0.020998,1.529002,3.010283,1.550000,3.000000,0,0.561765
25072.028560,0.349694,-0.003268,-0.087919,-0.022915,0.630000,0.005479,-0.000122,-0.003347,-0.011414,0.022187,1.537813,3.011414,1.560000,3.000000,0,0.573009
25072.062133,0.383121,-0.003555,-0.096139,-0.022532,0.640000,-0.012229,-0.000054,-0.001241,-0.010442,0.021974,1.548026,3.010442,1.570000,3.000000,0,0.584771
25072.068561,0.418491,-0.003853,-0.104897,-0.021288,0.650000,0.018201,-0.000382,-0.009839,-0.009780,0.026269,1.557065,3.009780,1.583333,3.000000,0,0.596956
25072.088564,0.445979,-0.004079,-0.111631,-0.019690,0.660000,0.006556,-0.000345,-0.009613,-0.009397,0.028369,1.568297,3.009397,1.596667,3.000000,0,0.609354
25072.108563,0.481849,-0.004007,-0.111113,-0.017513,0.670000,0.009554,-0.000741,-0.019847,-0.008805,0.024466,1.582200,3.008805,1.606667,3.000000,0,0.623525
25072.128559,0.521123,-0.004228,-0.117587,-0.015015,0.680000,0.006152,-0.001238,-0.033005,-0.008606,0.027394,1.595939,3.008606,1.623333,3.000000,0,0.639313
25072.164406,0.557379,-0.004477,-0.125634,-0.012281,0.690000,-0.017742,-0.001867,-0.051463,-0.007370,0.026040,1.610626,3.007370,1.636667,3.000000,0,0.656360
25072.170468,0.594164,-0.004687,-0.132679,-0.008819,0.700000,0.025824,-0.001624,-0.038052,-0.007074,0.027357,1.625977,3.007074,1.653333,3.000000,0,0.673799
25072.188555,0.629375,-0.004927,-0.140999,-0.005261,0.710000,0.008028,-0.000600,-0.021471,-0.006888,0.031123,1.642211,3.006888,1.673333,3.000000,0,0.691615
25072.208562,0.665682,-0.002395,-0.082682,-0.002240,0.719399,0.004739,-0.000661,-0.017633,-0.006412,0.031752,1.658248,3.006412,1.690000,3.000000,0,0.710028
25072.228553,0.701995,-0.001486,-0.047966,0.000720,0.728664,0.003957,-0.001345,-0.035706,-0.005049,0.034909,1.675091,3.005049,1.710000,3.000000,0,0.728816
25072.260414,0.737802,-0.001397,-0.042489,0.004047,0.737402,-0.017188,-0.002303,-0.065305,-0.004323,0.034815,1.691852,3.004323,1.726667,3.000000,0,0.748115
25072.268552,0.771683,-0.001338,-0.040180,0.007432,0.746576,0.018279,-0.001954,-0.044750,-0.004142,0.037940,1.708726,3.004142,1.746667,3.000000,0,0.766915
25072.288538,0.803174,-0.001425,-0.043046,0.010290,0.756306,0.008867,-0.003675,-0.097340,-0.002924,0.034718,1.731949,3.002924,1.766667,3.000000,0,0.788566
25072.308541,0.844751,-0.001452,-0.044482,0.012573,0.761640,0.005707,-0.000894,-0.033181,-0.001945,0.033109,1.753557,3.001945,1.786667,3.000000,0,0.813215
25072.328544,0.883170,0.001919,0.034706,0.015034,0.767917,0.004086,-0.000126,-0.004681,0.000628,0.035648,1.774352,2.999372,1.810000,3.000000,0,0.837518
25072.366904,0.920051,0.003856,0.106003,0.017343,0.774505,-0.032113,-0.000852,-0.034921,0.001665,0.043899,1.792767,2.998335,1.836667,3.000000,0,0.860167
25072.374047,0.950801,0.004330,0.131967,0.019665,0.782862,0.039655,-0.000536,-0.003229,0.002695,0.035153,1.824847,2.997305,1.860000,3.000000,0,0.887345
25072.388532,1.002312,0.004550,0.149785,0.020414,0.782843,0.000822,-0.000890,-0.023940,0.002761,0.045502,1.841165,2.997239,1.886667,3.000000,0,0.913933
25072.408551,1.026817,0.004907,0.160474,0.021564,0.790079,0.009889,-0.000210,-0.002683,0.003718,0.043741,1.869592,2.996282,1.913333,3.000000,0,0.939097
25072.428554,1.069606,0.006163,0.204624,0.021466,0.793027,0.004619,-0.000056,-0.001580,0.003584,0.040964,1.895702,2.996416,1.936667,3.000000,0,0.968382
25072.462187,1.106906,0.006542,0.225609,0.021304,0.797008,-0.018073,0.000029,-0.003780,0.004207,0.044789,1.921878,2.995793,1.966667,3.000000,0,0.996825
25072.468559,1.143425,0.006682,0.239586,0.020574,0.801298,0.025522,0.000131,0.008669,0.005433,0.047392,1.949274,2.994567,1.996667,3.000000,0,1.026055
25072.488567,1.179330,0.006704,0.248613,0.020227,0.805515,0.006144,0.000094,0.003808,0.006189,0.044938,1.978396,2.993811,2.023333,3.000000,0,1.056701
25072.508563,1.217864,0.006459,0.249958,0.018545,0.808583,0.002190,0.000113,0.004999,0.007127,0.050715,2.005951,2.992873,2.056667,3.000000,0,1.086845
25072.528560,1.252224,0.005960,0.242938,0.017357,0.812409,0.003659,0.000068,0.003507,0.007719,0.052026,2.034641,2.992281,2.086667,3.000000,0,1.116773
25072.564439,1.287926,0.005477,0.232574,0.015389,0.816502,-0.020024,0.000614,0.020056,0.007611,0.050694,2.065973,2.992389,2.116667,3.000000,0,1.149127
25072.570567,1.324907,0.005244,0.227290,0.012629,0.819732,0.024732,0.000605,0.015239,0.007444,0.050641,2.096025,2.992556,2.146667,3.000000,0,1.182212
25072.588554,1.359397,0.005203,0.228783,0.009208,0.823621,0.007867,0.000699,0.026253,0.007089,0.051014,2.128986,2.992911,2.180000,3.000000,0,1.215903
25072.608558,1.395681,0.003726,0.199986,0.005556,0.826639,0.004417,0.000215,0.009906,0.006445,0.051594,2.161739,2.993555,2.213333,3.000000,0,1.251279
25072.628558,1.431448,0.001846,0.139666,0.001400,0.829303,0.002991,0.001127,0.032427,0.005225,0.055930,2.194070,2.994775,2.250000,3.000000,0,1.286059
25072.665381,1.465520,0.001354,0.103803,-0.003216,0.832381,-0.027687,0.002547,0.103232,0.004975,0.060671,2.222662,2.995025,2.283333,3.000000,0,1.319101
25072.672187,1.494357,0.001275,0.089249,-0.008315,0.837184,0.028983,0.002106,0.041364,0.003509,0.053626,2.263041,2.996491,2.316667,3.000000,0,1.355535
25072.688558,1.533845,0.001390,0.083171,-0.013150,0.836259,0.009803,0.000605,0.022335,0.001190,0.053577,2.299757,2.998810,2.353333,3.000000,0,1.395162
25072.708559,1.568379,-0.002696,-0.022187,-0.018388,0.836486,0.003434,0.001270,0.036231,-0.000561,0.057252,2.336081,3.000561,2.393333,3.000000,0,1.433869
25072.728564,1.601560,-0.004356,-0.123652,-0.022798,0.837146,0.003055,0.000597,0.026505,-0.002319,0.060367,2.372966,3.002319,2.433333,3.000000,0,1.472722
25072.765768,1.633967,-0.006017,-0.217385,-0.026494,0.837793,-0.027361,0.000604,0.086504,-0.004131,0.065728,2.404272,3.004131,2.470000,3.000000,0,1.509507
25072.772023,1.660206,-0.006424,-0.280113,-0.029890,0.840878,0.028397,0.001480,-0.009865,-0.008002,0.056546,2.450120,3.008002,2.506667,3.000000,0,1.549488
25072.788546,1.697628,-0.005824,-0.327606,-0.033540,0.837983,0.006753,0.001160,0.028656,-0.009332,0.059232,2.487435,3.009332,2.546667,3.000000,0,1.592283
25072.808560,1.727563,-0.006891,-0.388892,-0.035533,0.837765,0.003061,0.001541,0.044801,-0.010583,0.062310,2.527690,3.010583,2.590000,3.000000,0,1.633686
25072.828561,1.758258,-0.006822,-0.436177,-0.036496,0.836718,0.003408,0.001768,0.051183,-0.013018,0.064117,2.569216,3.013018,2.633333,3.000000,0,1.676294
25072.868726,1.788803,-0.006233,-0.462928,-0.037270,0.835029,-0.023153,-0.000004,0.061724,-0.015192,0.061754,2.611579,3.015192,2.673333,3.000000,0,1.719681
25072.876009,1.818739,-0.007085,-0.514486,-0.036893,0.832746,0.023981,0.000262,-0.037453,-0.017493,0.055751,2.660916,3.017493,2.716667,3.000000,0,1.767153
25072.888570,1.852259,-0.006960,-0.572622,-0.035048,0.825047,0.006443,-0.000074,-0.011211,-0.019300,0.070685,2.695982,3.019300,2.766667,3.000000,0,1.811978
25072.908559,1.874596,-0.006079,-0.588766,-0.035196,0.822762,0.002362,0.000082,0.000866,-0.020896,0.070194,2.739806,3.020896,2.810000,3.000000,0,1.853233
25072.928552,1.901718,-0.004881,-0.588905,-0.035046,0.819992,0.001656,0.000033,-0.000211,-0.021643,0.067069,2.782931,3.021643,2.850000,3.000000,0,1.897886
25072.961886,1.927575,-0.004221,-0.589900,-0.033954,0.816836,-0.012817,-0.000525,-0.011120,-0.023218,0.067873,2.828794,3.023218,2.896667,3.000000,0,1.943979
25072.968568,1.954001,-0.003707,-0.592428,-0.032003,0.812877,0.017806,-0.000110,-0.012102,-0.024789,0.068913,2.874420,3.024789,2.943333,3.000000,0,1.990857
25072.988525,1.979562,-0.003238,-0.595738,-0.029295,0.808232,0.000147,-0.000102,-0.006346,-0.025782,0.075736,2.914264,3.025782,2.990000,3.000000,0,2.035594
25073.008558,2.002148,-0.001413,-0.558289,-0.024671,0.802796,-0.004214,-0.001181,-0.040188,-0.026278,0.086896,2.946437,3.026278,3.033333,3.000000,0,2.074162
25073.028556,2.019860,-0.000881,-0.533616,-0.018870,0.797023,0.002378,-0.002627,-0.079910,-0.025050,0.079703,2.993630,3.025050,3.073333,3.000000,0,2.114897
25073.065100,2.043598,-0.000773,-0.513212,-0.015650,0.790142,-0.010085,-0.000504,-0.096657,-0.028179,0.061125,3.052208,3.028179,3.113333,3.000000,0,2.167707
25073.071395,2.070968,0.002115,-0.438112,-0.012951,0.780142,0.018540,-0.000093,0.042316,-0.028536,0.060153,3.106513,3.028536,3.166667,3.000000,0,2.225020
25073.088523,2.095731,0.002999,-0.356185,-0.008542,0.770142,0.007112,-0.001145,-0.028485,-0.030809,0.063858,3.159475,3.030809,3.223333,3.000000,0,2.280197
25073.108526,2.118905,0.003000,-0.292916,-0.004219,0.760142,0.004970,-0.002134,-0.071399,-0.031265,0.066245,3.213755,3.031265,3.280000,3.000000,0,2.334961
25073.128525,2.141707,0.002286,-0.255879,-0.000455,0.750142,0.003429,-0.003029,-0.099922,-0.034744,0.070996,3.262338,3.034744,3.333333,3.000000,0,2.388197
25073.181728,2.162052,0.001647,-0.235198,0.001068,0.742283,-0.012105,-0.001956,-0.209109,-0.038900,0.048368,3.338299,3.038900,3.386667,3.000000,0,2.450503
25073.191777,2.192373,0.000978,-0.225907,0.002214,0.732283,0.024783,-0.002947,-0.075552,-0.033762,0.027203,3.422797,3.033762,3.450000,3.000000,0,2.529301
25073.211859,2.224777,0.000744,-0.231118,0.000249,0.722283,0.003038,0.000051,-0.012295,-0.035393,0.052190,3.474477,3.035393,3.526667,3.000000,0,2.600595
25073.231838,2.241908,0.004270,-0.133296,-0.012673,0.714396,0.002934,0.000882,0.049721,-0.037127,0.071263,3.528737,3.037127,3.600000,3.000000,0,2.657371
25073.280749,2.258077,0.001610,-0.122754,-0.031628,0.705494,-0.008327,-0.001365,0.203536,-0.041859,0.051522,3.605145,3.041859,3.656667,3.000000,0,2.722409
25073.290325,2.279265,-0.004506,-0.290978,-0.058534,0.695494,0.018168,0.006778,-0.005025,-0.036561,0.025145,3.694855,3.036561,3.720000,3.000000,0,2.803141
25073.295581,2.302373,-0.003145,-0.489829,-0.098534,0.685494,0.000451,0.006136,0.142462,-0.036475,0.095951,3.704049,3.036475,3.800000,3.000000,0,2.857014
25073.311853,2.304618,-0.003188,-0.515267,-0.138534,0.675494,0.005639,0.005170,0.223034,-0.036152,0.103181,3.753486,3.036152,3.856667,3.000000,0,2.890322
25073.331863,2.312990,-0.015991,-0.945125,-0.178019,0.665494,0.002540,0.001589,0.079846,-0.038276,0.085522,3.804478,3.038276,3.890000,3.000000,0,2.938008
25073.364323,2.315515,-0.024097,-1.688627,-0.200638,0.655494,0.004497,-0.007915,0.320190,-0.035924,0.077367,3.859299,3.035924,3.936667,3.000000,0,2.988946
25073.371895,2.316890,-0.018012,-2.304831,-0.216188,0.647178,0.001671,0.010330,-0.219233,-0.031241,0.073643,3.913024,3.031241,3.986667,3.000000,0,3.041647
25073.391862,2.317075,-0.003957,-2.728407,-0.226316,0.640069,0.002940,0.000619,0.020500,-0.017182,0.078987,3.962706,3.021848,4.040062,2.998392,0,3.093298
25073.411864,2.313904,0.010599,-3.028818,-0.219914,0.633649,0.000585,-0.000114,-0.011041,-0.002293,0.082636,4.008865,3.008968,4.089748,2.991879,0,3.142398
25073.431860,2.307644,0.025741,-3.217780,-0.206350,0.629718,0.000592,-0.000279,-0.022912,0.008109,0.079955,4.059461,2.994786,4.138532,2.980426,0,3.193099
25073.465369,2.301418,0.040558,-3.293382,-0.185862,0.625448,0.003373,-0.006988,-0.113358,0.022237,0.079329,4.104016,2.973003,4.185925,2.964146,0,3.246951
25073.471863,2.294100,0.052191,-3.295432,-0.164981,0.622793,-0.004886,0.002317,-0.040157,0.023439,0.076752,4.158675,2.955876,4.237355,2.940071,0,3.302679
25073.491839,2.287684,0.059629,-3.278942,-0.148300,0.621682,-0.000531,-0.000931,-0.068122,0.032424,0.076069,4.201909,2.928540,4.282974,2.912221,0,3.359272
25073.511836,2.283194,0.069250,-3.097359,-0.137541,0.621144,0.000153,-0.001437,-0.055036,0.036385,0.079446,4.244050,2.902107,4.327889,2.877477,0,3.414315
25073.531837,2.280033,0.070872,-2.884861,-0.127782,0.620042,-0.000074,-0.002702,-0.100900,0.037661,0.080776,4.286232,2.871959,4.368576,2.837864,0,3.468968
25073.580983,2.277705,0.065657,-2.719114,-0.123350,0.620313,-0.000359,0.007050,-0.314934,0.028202,0.062624,4.342683,2.830278,4.402535,2.796590,0,3.530644
25073.586945,2.275254,0.053855,-2.572364,-0.118807,0.613947,-0.002427,-0.010617,-0.002916,0.032507,0.055245,4.381585,2.775672,4.436859,2.743216,0,3.598948
25073.592844,2.272680,0.043039,-2.503212,-0.112870,0.605732,-0.000792,-0.003485,-0.060194,0.042132,0.099021,4.389958,2.759578,4.465379,2.682819,0,3.648243
25073.611878,2.271975,0.040708,-2.490846,-0.108463,0.608648,-0.000488,-0.000753,-0.068916,0.045817,0.108269,4.407932,2.727146,4.481341,2.635318,0,3.681078
25073.631860,2.272334,0.042163,-2.329308,-0.105610,0.611715,-0.000181,-0.001218,-0.042999,0.036414,0.091077,4.434932,2.684503,4.489304,2.602866,0,3.722660
25073.665944,2.273469,0.038957,-2.166676,-0.107466,0.613913,-0.002025,0.002911,-0.091689,0.029767,0.082212,4.456033,2.641110,4.495973,2.563330,0,3.769771
25073.671782,2.274241,0.033295,-2.066090,-0.112498,0.615105,0.000803,-0.003626,0.033650,0.023253,0.078948,4.473842,2.594835,4.499721,2.516707,0,3.816692
