t,vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,eC,eL,pos_x,pos_y,ref_x,ref_y,lap,theta
24496.890357,0.400000,0.020000,0.000000,-0.003889,0.510000,-0.033136,0.020596,0.015363,-0.008666,0.022542,1.490791,3.008666,1.513333,3.000000,0,0.530758
24496.923494,0.400000,0.020000,0.000000,-0.007201,0.520000,-0.118125,0.051751,1.480035,-0.017811,0.031857,1.498143,3.017811,1.530000,3.000000,0,0.533916
24496.928713,0.316684,0.050588,1.449178,-0.023549,0.530000,-0.056961,-0.035202,-1.043861,-0.014352,0.033186,1.500147,3.014352,1.533333,3.000000,0,0.535071
24496.961250,0.265325,-0.000412,-0.010845,-0.031011,0.540000,-0.070151,0.003364,0.089435,-0.012855,0.032630,1.500703,3.012855,1.533333,3.000000,0,0.535071
24496.968723,0.232195,-0.000417,-0.011611,-0.036188,0.550000,-0.026620,0.002799,0.069879,-0.011927,0.032275,1.501058,3.011927,1.533333,3.000000,0,0.535071
24496.988722,0.214286,-0.000308,-0.007855,-0.040050,0.560000,-0.012477,0.000482,0.015681,-0.011084,0.028940,1.504393,3.011084,1.533333,3.000000,0,0.535616
24497.008728,0.225901,-0.003385,-0.086606,-0.042991,0.570000,0.004962,-0.000044,-0.000815,-0.010382,0.023782,1.509552,3.010382,1.533333,3.000000,0,0.539353
24497.028731,0.255647,-0.004420,-0.116985,-0.044925,0.580000,-0.004703,0.000293,0.007815,-0.010365,0.021643,1.515024,3.010365,1.536667,3.000000,0,0.545437
24497.063792,0.276238,-0.004810,-0.128157,-0.046603,0.590000,-0.013871,0.000658,0.017636,-0.011134,0.021088,1.522245,3.011134,1.543333,3.000000,0,0.552609
24497.070354,0.307548,-0.005358,-0.143571,-0.047980,0.600000,0.014403,0.000239,0.004700,-0.011325,0.020672,1.529328,3.011325,1.550000,3.000000,0,0.561788
24497.088725,0.330568,-0.005704,-0.153114,-0.049113,0.610000,-0.007146,0.000184,0.005647,-0.010941,0.024548,1.535452,3.010941,1.560000,3.000000,0,0.570412
24497.108725,0.348000,-0.006738,-0.180247,-0.049844,0.620000,-0.001324,0.000039,0.001249,-0.011348,0.025911,1.544089,3.011348,1.570000,3.000000,0,0.579416
24497.128722,0.373991,-0.007378,-0.198989,-0.050392,0.630000,0.004183,-0.000064,-0.001776,-0.011712,0.022497,1.554169,3.011712,1.576667,3.000000,0,0.590691
24497.163584,0.405976,-0.008045,-0.218269,-0.050544,0.640000,-0.024980,0.000445,0.013411,-0.011218,0.027628,1.562372,3.011218,1.590000,3.000000,0,0.601428
24497.169334,0.430160,-0.008508,-0.231977,-0.050085,0.650000,0.023872,-0.000467,-0.013785,-0.011420,0.027186,1.572814,3.011420,1.600000,3.000000,0,0.612445
24497.188723,0.462313,-0.009076,-0.249146,-0.049032,0.660000,0.003932,-0.000317,-0.008630,-0.011687,0.025262,1.584738,3.011687,1.610000,3.000000,0,0.625494
24497.208723,0.494549,-0.009603,-0.265396,-0.047597,0.670000,0.001241,-0.000569,-0.015231,-0.011788,0.026174,1.597159,3.011788,1.623333,3.000000,0,0.639583
24497.228725,0.525424,-0.010125,-0.281887,-0.045780,0.680000,0.004603,-0.000250,-0.008884,-0.011805,0.025458,1.611209,3.011805,1.636667,3.000000,0,0.655118
24497.264862,0.560114,-0.009934,-0.281929,-0.043533,0.690000,-0.024081,0.000120,0.003372,-0.011364,0.028752,1.624582,3.011364,1.653333,3.000000,0,0.670963
24497.270997,0.590933,-0.009792,-0.279439,-0.041002,0.700000,0.031521,-0.000605,-0.016703,-0.012064,0.028132,1.641868,3.012064,1.670000,3.000000,0,0.688116
24497.288718,0.631956,-0.010122,-0.290305,-0.038109,0.710000,0.001423,-0.000274,-0.009124,-0.012393,0.031401,1.655266,3.012393,1.686667,3.000000,0,0.705493
24497.308724,0.661079,-0.009597,-0.281680,-0.035370,0.720000,0.006979,-0.000660,-0.018360,-0.010928,0.030298,1.673035,3.010928,1.703333,3.000000,0,0.723334
24497.328711,0.699716,-0.009588,-0.282098,-0.031621,0.729556,0.000943,-0.001437,-0.038092,-0.011663,0.031735,1.691598,3.011663,1.723333,3.000000,0,0.744119
24497.363271,0.732614,-0.009817,-0.290788,-0.028916,0.738675,-0.020617,-0.000829,-0.029916,-0.011210,0.034129,1.709204,3.011210,1.743333,3.000000,0,0.764798
24497.369341,0.767632,-0.008743,-0.272032,-0.025784,0.747412,0.024271,-0.000119,0.001834,-0.011321,0.035900,1.727433,3.011321,1.763333,3.000000,0,0.784887
