vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega
2.432231,0.010548,-1.491275,-0.106139,0.292355,-0.000526,0.000388,0.029976
2.427481,0.011899,-1.655184,-0.116613,0.291025,-0.000473,0.000400,0.028279
2.421883,0.014091,-1.821295,-0.127244,0.290102,-0.000445,0.000376,0.027409
2.415360,0.016828,-1.984717,-0.138325,0.289863,-0.000456,0.000429,0.028932
2.407850,0.019951,-2.142513,-0.148676,0.289850,0.001573,-0.000380,0.053299
2.401411,0.022588,-2.266613,-0.154207,0.289009,-0.002684,0.001134,-0.006553
2.390079,0.027398,-2.428936,-0.162217,0.288760,-0.000435,0.000448,0.024471
2.380122,0.031703,-2.532166,-0.170285,0.288735,-0.000439,0.000171,0.015768
2.369326,0.034911,-2.635007,-0.177510,0.288547,-0.000553,0.000140,0.013074
2.357689,0.037924,-2.729175,-0.182928,0.287909,0.002263,-0.000471,0.024159
2.348266,0.040273,-2.796437,-0.187106,0.286621,-0.003212,0.000616,-0.001808
2.332830,0.043538,-2.878637,-0.194024,0.285579,-0.000427,0.000092,0.010148
2.319451,0.045550,-2.939304,-0.197934,0.284535,-0.000479,0.000036,0.006101
2.305617,0.047146,-2.993215,-0.200975,0.283806,-0.000325,0.000085,0.006410
2.291707,0.048464,-3.035780,-0.205844,0.282931,-0.000435,0.000054,0.007109
2.277257,0.049057,-3.075119,-0.208813,0.281894,-0.000326,-0.000007,0.003928
2.262708,0.049193,-3.111671,-0.209112,0.281152,-0.000454,-0.000043,0.001165
2.248180,0.049192,-3.139340,-0.210676,0.280471,-0.000375,0.000007,0.003296
2.233730,0.048825,-3.159088,-0.213714,0.279665,-0.000514,-0.000043,0.003297
2.219056,0.047772,-3.179379,-0.212130,0.277802,-0.000444,-0.000106,-0.001376
2.204733,0.046636,-3.193849,-0.211509,0.275908,0.002260,0.000218,0.001114
2.193297,0.045614,-3.199290,-0.210439,0.274440,-0.003082,-0.000432,-0.001162
2.176736,0.043702,-3.201734,-0.211147,0.271630,-0.000318,-0.000038,0.001325
2.163027,0.041643,-3.202356,-0.211594,0.268648,-0.000364,-0.000041,0.001320
2.149314,0.039281,-3.204340,-0.213173,0.264592,-0.000175,0.000007,0.002604
2.135639,0.036708,-3.209882,-0.214922,0.260684,-0.000265,-0.000000,0.002885
2.121730,0.034031,-3.220039,-0.217452,0.256568,-0.000215,0.000052,0.004290
2.107641,0.031378,-3.234918,-0.221063,0.252315,-0.000095,0.000060,0.004887
2.093326,0.028700,-3.257048,-0.224550,0.247709,-0.000137,0.000064,0.004985
2.078602,0.026172,-3.284608,-0.229020,0.243496,-0.000069,0.000092,0.006042
2.063516,0.023768,-3.317347,-0.233904,0.240101,-0.000089,0.000103,0.006238
2.048035,0.021480,-3.355227,-0.239323,0.237166,0.000332,0.000430,0.014152
2.032583,0.019618,-3.389888,-0.244530,0.235245,0.001072,0.000914,0.027589
2.017593,0.018123,-3.414725,-0.251095,0.233922,0.001769,0.001449,0.042951
2.002909,0.016616,-3.432274,-0.258220,0.232329,0.002557,0.001963,0.057310
1.988567,0.014916,-3.445737,-0.264451,0.230809,0.003196,0.002449,0.070928
1.974513,0.013085,-3.454848,-0.270358,0.229563,0.003886,0.002897,0.083085
1.960864,0.011102,-3.461362,-0.275360,0.228132,0.004473,0.003272,0.093231
1.947577,0.008997,-3.466473,-0.279513,0.226558,0.004769,0.003485,0.098894
1.934437,0.006718,-3.473768,-0.283289,0.224854,0.002367,0.001321,0.051291
1.918777,0.002041,-3.535756,-0.284991,0.223454,-0.000315,0.000030,0.002572
1.900731,-0.002261,-3.642417,-0.284274,0.223234,-0.000161,-0.000061,-0.001226
1.883510,-0.004326,-3.731151,-0.281871,0.223335,-0.000628,-0.000098,0.000618
1.866553,-0.005133,-3.790989,-0.277385,0.225260,-0.000572,-0.000138,-0.003629
1.850618,-0.005526,-3.827084,-0.272099,0.227516,-0.000520,-0.000128,-0.003457
1.835822,-0.005880,-3.836906,-0.266911,0.230687,-0.000658,-0.000192,-0.004986
1.822041,-0.006658,-3.827954,-0.260382,0.234593,-0.000817,-0.000258,-0.007033
1.809471,-0.007776,-3.801605,-0.253288,0.239305,-0.000919,-0.000310,-0.008635
1.798326,-0.009158,-3.759539,-0.245546,0.244709,-0.001066,-0.000365,-0.010247
1.788663,-0.010687,-3.702800,-0.237747,0.251070,-0.001178,-0.000407,-0.011372
1.780642,-0.012278,-3.634114,-0.228490,0.258094,-0.000338,-0.000252,-0.032709
1.775349,-0.013440,-3.569903,-0.219336,0.266872,-0.002338,-0.001025,-0.004353
1.770025,-0.014858,-3.457539,-0.208878,0.274775,-0.001811,-0.001134,-0.055469
1.767202,-0.016172,-3.384840,-0.198751,0.283193,-0.003934,-0.003111,-0.086534
1.764196,-0.018332,-3.318027,-0.187432,0.291307,-0.003856,-0.002344,-0.066890
1.763327,-0.017671,-3.195415,-0.176074,0.298644,-0.002539,-0.001090,-0.063886
1.765410,-0.015734,-3.048996,-0.166252,0.306056,-0.000867,-0.001067,-0.001746
1.770470,-0.014833,-2.837214,-0.157546,0.312124,-0.001547,-0.000733,-0.025081
1.775857,-0.015041,-2.682734,-0.148387,0.317877,-0.001388,-0.000586,-0.021186
1.782504,-0.014848,-2.533815,-0.140334,0.322642,-0.001183,-0.000471,-0.017867
1.790231,-0.014542,-2.395468,-0.131742,0.326477,-0.001378,-0.000556,-0.020934
1.798513,-0.014007,-2.266294,-0.122895,0.329380,-0.001155,-0.000589,-0.023586
1.807665,-0.013077,-2.139088,-0.113006,0.331729,-0.001247,-0.000721,-0.029389
1.817324,-0.011739,-2.007456,-0.102799,0.333163,-0.003182,-0.001029,-0.058864
1.825485,-0.010344,-1.893403,-0.091320,0.334360,0.000962,-0.001077,-0.022253
1.838274,-0.008143,-1.710827,-0.079966,0.333348,-0.000971,-0.000749,-0.034158
1.849221,-0.005978,-1.540481,-0.068924,0.331633,-0.003153,-0.001204,-0.071915
1.857911,-0.004576,-1.404180,-0.056662,0.330385,0.001272,-0.001159,-0.022745
1.871129,-0.002256,-1.187383,-0.044436,0.327326,-0.000448,-0.000756,-0.036688
1.882354,-0.000115,-0.991846,-0.031496,0.324165,-0.000811,-0.000932,-0.043918
1.892894,0.001788,-0.794010,-0.016108,0.322242,-0.000440,-0.000931,-0.046839
1.903608,0.004394,-0.569555,-0.000307,0.320064,-0.000460,-0.000952,-0.048219
1.913936,0.007002,-0.325417,0.015113,0.318565,-0.000242,-0.004117,-0.126555
1.924079,0.006086,-0.151547,0.032316,0.319175,-0.002315,-0.003246,-0.167935
1.931812,0.009181,0.032447,0.047978,0.322459,0.001612,-0.001141,-0.005894
1.943304,0.014278,0.417188,0.064459,0.325481,-0.000469,-0.000829,-0.044739
1.952537,0.016029,0.714322,0.080329,0.330716,-0.000285,-0.003919,-0.121548
1.961826,0.013875,0.915578,0.096619,0.337533,-0.000469,-0.001780,-0.091188
1.970645,0.016511,1.166624,0.111269,0.345836,-0.000565,-0.001015,-0.047901
1.979414,0.018319,1.453511,0.124250,0.354376,-0.000556,-0.002703,-0.085408
1.988332,0.016282,1.665762,0.133737,0.363419,-0.000674,-0.001175,-0.060346
1.997281,0.015888,1.867183,0.142631,0.372588,-0.000827,-0.000386,-0.022101
2.006307,0.015192,2.076576,0.149176,0.382042,-0.000864,-0.000257,-0.016093
2.015700,0.012890,2.244559,0.154466,0.391693,-0.001109,-0.000895,-0.029659
2.025229,0.009242,2.359246,0.157671,0.401673,-0.001958,-0.001391,-0.047668
2.034366,0.005368,2.423850,0.158930,0.411524,-0.002764,-0.001540,-0.053059
2.043256,0.002084,2.459879,0.159359,0.421050,-0.003727,-0.001607,-0.056401
2.051804,-0.000565,2.477397,0.158093,0.430091,-0.004759,-0.001329,-0.049202
2.060065,-0.002559,2.486133,0.155935,0.438278,-0.003580,-0.000157,-0.019179
2.070277,-0.003343,2.508650,0.152735,0.445348,-0.001530,0.000629,0.016275
2.083328,-0.004474,2.542502,0.147056,0.451381,-0.002679,0.001621,0.046502
2.096033,-0.006412,2.563979,0.141703,0.456839,-0.002267,0.000960,0.039326
2.109815,-0.010139,2.539741,0.136063,0.461271,-0.000972,0.000337,0.013234
2.125361,-0.013949,2.462629,0.131030,0.463892,-0.001164,0.000990,0.028566
2.140896,-0.015408,2.397190,0.126306,0.464255,-0.001498,0.000621,0.025752
2.156160,-0.016862,2.326065,0.122091,0.463465,-0.000408,0.000239,0.010732
2.172421,-0.018073,2.241864,0.116893,0.459398,-0.000925,0.001065,0.031195
2.187800,-0.017900,2.178830,0.111255,0.451456,0.000236,0.000465,0.027941
2.203668,-0.018941,2.103679,0.110011,0.441456,-0.000160,0.000108,0.003055
2.217920,-0.019180,2.026370,0.109167,0.431456,-0.000506,0.000116,0.002119
2.230570,-0.018451,1.975383,0.106634,0.421456,0.000379,0.000526,0.016812
2.243108,-0.017659,1.945939,0.108919,0.411456,0.001452,0.000040,0.001669
2.255380,-0.017184,1.932347,0.115074,0.401456,0.001023,-0.000258,-0.015019
2.265501,-0.016237,1.951111,0.124010,0.391456,0.001165,-0.001678,-0.055770
2.273928,-0.016295,1.981816,0.136131,0.381456,0.003093,-0.003814,-0.124558
2.282122,-0.017296,2.004329,0.151528,0.371456,0.005384,-0.006261,-0.203385
2.290080,-0.018598,2.019447,0.169235,0.361456,0.002875,-0.001862,-0.106961
2.292731,-0.013072,2.203026,0.184711,0.351456,0.000479,-0.000378,-0.022810
2.290740,-0.010806,2.484560,0.195962,0.341456,0.001599,-0.001250,-0.039827
2.287888,-0.015201,2.704055,0.202887,0.331456,0.001058,-0.000448,-0.025008
2.282548,-0.020949,2.881927,0.207592,0.321456,0.000127,-0.000038,-0.005259
2.274469,-0.027322,3.027325,0.208295,0.311456,0.000637,-0.000040,-0.001869
2.265453,-0.034180,3.121890,0.207116,0.304335,0.000315,0.000057,0.001260
2.255142,-0.040273,3.174656,0.202998,0.298499,-0.000407,0.000173,0.004948
2.243627,-0.045095,3.190976,0.198099,0.295677,-0.000271,0.000168,0.006983
2.232290,-0.048313,3.178349,0.194001,0.293668,-0.000781,0.000261,0.005605
2.220636,-0.049567,3.145673,0.183972,0.292932,-0.000763,0.000392,0.015477
2.210019,-0.049640,3.090576,0.172738,0.293924,-0.000864,0.000441,0.018225
2.200694,-0.048797,3.005154,0.158537,0.296597,0.000360,0.000150,0.052335
2.194465,-0.047629,2.912080,0.146301,0.301304,-0.002286,0.001557,0.004828
2.187425,-0.044570,2.736391,0.129245,0.303257,-0.000923,0.000811,0.040906
2.183843,-0.041548,2.556116,0.111414,0.305819,-0.000841,0.000731,0.040843
2.182351,-0.038745,2.325297,0.094095,0.308052,-0.000823,0.000796,0.043512
2.182621,-0.035340,2.061752,0.077029,0.310055,-0.000918,0.000836,0.048443
2.184311,-0.031585,1.779928,0.062666,0.311673,-0.000873,0.000688,0.040028
2.187176,-0.027505,1.494962,0.050309,0.314086,-0.000696,0.000612,0.034548
2.191171,-0.023225,1.229688,0.037787,0.317822,-0.000790,0.000638,0.038433
2.195988,-0.019633,0.986922,0.024661,0.322753,-0.000710,0.000699,0.040972
2.201759,-0.017164,0.750707,0.009751,0.328677,-0.000755,0.000787,0.046156
2.208289,-0.015893,0.504756,-0.004725,0.335527,-0.000825,0.000756,0.048024
2.215462,-0.015042,0.252443,-0.018139,0.342395,-0.000716,0.000713,0.043632
2.223304,-0.014016,-0.000229,-0.032645,0.349100,-0.000746,0.000673,0.043761
2.231516,-0.013138,-0.256984,-0.047220,0.355973,-0.000605,0.000669,0.042584
2.240087,-0.012142,-0.515623,-0.062622,0.362753,-0.000618,0.001428,0.070843
2.248707,-0.010310,-0.751541,-0.077715,0.369512,-0.000617,0.001104,0.058246
2.257187,-0.009297,-1.008267,-0.092604,0.376457,-0.000620,0.000754,0.045687
2.265450,-0.007943,-1.274129,-0.106020,0.383489,-0.000685,0.000584,0.036900
2.273404,-0.005452,-1.527910,-0.118488,0.390562,-0.000600,0.000742,0.040430
2.281126,-0.001785,-1.751930,-0.129060,0.397113,-0.000751,0.000476,0.028927
2.288324,0.002194,-1.957645,-0.138191,0.403363,-0.000809,0.000288,0.022365
2.295090,0.006677,-2.137574,-0.144880,0.408969,-0.000780,0.000215,0.016361
2.301563,0.011750,-2.286308,-0.149922,0.413295,-0.000772,0.000124,0.011759
2.307664,0.017004,-2.404616,-0.152614,0.416915,-0.000852,0.000072,0.007979
2.313401,0.022314,-2.490908,-0.154497,0.419882,-0.002051,-0.000917,0.016345
2.317652,0.026276,-2.540764,-0.153343,0.423001,0.000226,0.000743,-0.007412
2.324275,0.031756,-2.586296,-0.152461,0.425183,-0.000824,-0.000112,-0.001188
2.329692,0.035636,-2.598778,-0.149990,0.427565,-0.000902,-0.000167,-0.004267
2.335168,0.038807,-2.593076,-0.147203,0.429324,-0.000857,-0.000190,-0.005666
2.340824,0.041196,-2.572902,-0.145000,0.430940,-0.002162,-0.000439,-0.010757
2.345338,0.042468,-2.550404,-0.141533,0.432122,-0.000221,-0.000248,-0.011494
2.352061,0.043590,-2.517097,-0.139864,0.431554,-0.000040,-0.000283,0.002694
2.358895,0.043960,-2.471113,-0.135363,0.430183,-0.002037,-0.000251,-0.018533
2.363869,0.044072,-2.438006,-0.131008,0.428082,-0.000600,-0.000414,-0.015774
2.370356,0.044067,-2.389969,-0.129518,0.424164,-0.000309,-0.000173,-0.005422
2.376778,0.043624,-2.340050,-0.129398,0.418634,-0.000018,-0.000046,-0.000245
2.382874,0.042540,-2.302319,-0.130501,0.411454,0.001099,-0.000210,0.005975
2.389236,0.040906,-2.279533,-0.135777,0.401949,-0.000718,0.000453,0.016760
2.392359,0.039536,-2.285576,-0.136696,0.392280,0.000309,0.000059,0.003485
2.395437,0.038528,-2.310777,-0.141020,0.382280,0.000465,0.000299,0.014982
2.397250,0.038330,-2.341058,-0.147299,0.372280,0.000278,0.000392,0.007825
2.397263,0.038242,-2.400448,-0.155877,0.362280,0.000835,0.000180,0.032543
2.396012,0.038311,-2.456530,-0.164744,0.352778,0.000734,0.000570,0.026073
2.392869,0.038969,-2.539523,-0.174699,0.343800,0.000745,0.000612,0.027339
2.387874,0.040193,-2.633617,-0.185072,0.336180,0.000656,0.000561,0.025944
2.380999,0.041943,-2.735348,-0.193739,0.330089,-0.001220,0.001005,0.000574
2.370768,0.044902,-2.856882,-0.203023,0.324441,0.000203,0.000264,0.015207
2.360412,0.047842,-2.950182,-0.211915,0.321784,0.002585,-0.000467,0.026874
2.351265,0.050181,-3.022829,-0.218438,0.320137,0.000203,0.000230,0.010936
2.338914,0.053349,-3.102202,-0.223764,0.319802,-0.000266,0.000082,0.007824
2.325507,0.056345,-3.168522,-0.223564,0.321132,-0.000079,0.000040,0.001282
2.312402,0.059300,-3.217404,-0.228022,0.323818,-0.003065,0.000572,0.004730
2.296179,0.062048,-3.252579,-0.228170,0.327116,0.002805,0.000011,0.009446
2.286221,0.063218,-3.267318,-0.233512,0.329884,-0.002826,0.000039,0.003009
2.270554,0.063440,-3.290911,-0.233974,0.332591,0.001868,-0.000022,0.003282
2.260018,0.063025,-3.306735,-0.229451,0.337445,-0.001510,-0.000377,-0.007427
2.247230,0.062337,-3.320396,-0.214983,0.341451,-0.003502,-0.000661,-0.014949
2.234425,0.062035,-3.306071,-0.200253,0.346995,-0.000881,-0.000338,-0.015620
2.226433,0.062050,-3.253601,-0.189603,0.351807,-0.000892,-0.000321,-0.012761
2.220135,0.061030,-3.174549,-0.177914,0.355680,-0.000980,-0.000431,-0.017896
2.215532,0.058832,-3.077423,-0.164926,0.358905,-0.000939,-0.000466,-0.021071
2.212840,0.055940,-2.956312,-0.153482,0.361854,-0.001011,-0.000591,-0.025637
2.211785,0.052079,-2.822322,-0.142444,0.364644,-0.000923,-0.000488,-0.021916
2.212467,0.047879,-2.671205,-0.130908,0.367434,-0.001116,-0.000741,-0.031818
2.214585,0.043238,-2.517313,-0.119235,0.370270,-0.000945,-0.000539,-0.027168
2.218437,0.039243,-2.344719,-0.110372,0.372815,-0.000944,-0.000476,-0.023318
2.223476,0.034933,-2.176555,-0.103617,0.375035,-0.000777,-0.000382,-0.018327
2.229609,0.030529,-2.025544,-0.098900,0.376779,-0.000701,-0.000283,-0.013099
2.236479,0.026331,-1.900828,-0.094626,0.378039,-0.000633,-0.000248,-0.012171
2.243933,0.022840,-1.800955,-0.091486,0.378742,-0.000594,-0.000163,-0.007770
2.251734,0.020146,-1.720678,-0.090062,0.379057,-0.000583,-0.000099,-0.003533
2.259665,0.017897,-1.663875,-0.088392,0.378971,-0.000630,-0.000116,-0.004707
2.267602,0.016333,-1.624475,-0.086240,0.378659,-0.000563,-0.000129,-0.005730
2.275629,0.015552,-1.590755,-0.082980,0.378426,-0.000521,-0.000167,-0.008897
2.283760,0.015469,-1.552981,-0.082580,0.378728,-0.000514,-0.000045,-0.000690
2.291829,0.015151,-1.521247,-0.082567,0.379448,-0.000583,-0.000027,0.000275
2.299778,0.014651,-1.503607,-0.082677,0.380158,-0.000661,-0.000027,0.000707
2.307600,0.014300,-1.496036,-0.083014,0.380968,-0.000624,0.000043,0.002809
2.315397,0.014234,-1.494151,-0.084282,0.381561,-0.000631,0.000315,0.011968
2.323051,0.014410,-1.494904,-0.087049,0.382160,-0.000550,0.000152,0.012380
2.330538,0.013992,-1.516301,-0.090801,0.382141,-0.000438,0.000117,0.010104
2.337799,0.013652,-1.560648,-0.095308,0.382009,-0.000465,0.000152,0.012538
2.344596,0.013752,-1.618738,-0.100683,0.381054,-0.000462,0.000179,0.014525
2.350807,0.014184,-1.690253,-0.105601,0.378839,-0.000433,0.000153,0.012659
2.356339,0.015129,-1.769430,-0.113554,0.376143,-0.000231,0.000337,0.022894
2.361068,0.016157,-1.859150,-0.122625,0.373407,-0.000285,0.000279,0.021207
2.364620,0.017099,-1.971953,-0.132761,0.369927,-0.000172,0.000340,0.024169
2.366980,0.018550,-2.098474,-0.146362,0.366635,-0.000005,0.000470,0.031059
2.367878,0.020246,-2.243466,-0.159573,0.363324,-0.000025,0.000402,0.026942
2.367108,0.022590,-2.403395,-0.172492,0.360333,0.000497,-0.000406,0.056568
2.365214,0.025174,-2.532057,-0.182034,0.358208,-0.000740,0.001422,-0.005051
2.360815,0.030403,-2.713245,-0.190652,0.355380,-0.000009,0.000208,0.013701
2.355737,0.035636,-2.839712,-0.198112,0.353434,-0.000076,0.000179,0.012648
2.349377,0.041059,-2.943583,-0.204135,0.352339,-0.000184,0.000084,0.008434
2.341928,0.046203,-3.028964,-0.207961,0.352307,-0.000231,0.000085,0.006490
2.333803,0.051043,-3.093021,-0.211775,0.353102,-0.000358,-0.000007,0.004902
2.325059,0.055070,-3.141551,-0.213531,0.355204,-0.000300,-0.000010,0.002775
2.316264,0.058406,-3.175593,-0.215999,0.357445,-0.000412,-0.000029,0.002942
2.307271,0.060824,-3.199392,-0.216155,0.360658,-0.000619,-0.000099,0.000367
2.298367,0.062447,-3.214523,-0.212796,0.364107,0.000632,-0.000462,-0.006543
